t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,notebook_mara,pen_mara,mug_mara,water_bottle_mara,glasses_mara,jacket_mara,umbrella_mara,laptop_leo,phone_leo,keys_leo,wallet_leo,backpack_leo,headphones_leo,gaming_controller_leo,charger_leo,mug_leo,bowl_leo,jacket_leo,notebook_leo,phone_sofia,keys_sofia,wallet_sofia,backpack_sofia,lunchbox_sofia,water_bottle_sofia,charger_sofia,jacket_sofia,hairbrush_sofia,makeup_kit_sofia,medication_bottle_sofia,book_sofia,remote_1,blanket_1,plate_1,plate_2,pot_1,pan_1,laundry_basket_1,vacuum_cleaner_1
13680,d09 Wed 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,bedroom_2,kitchen,kitchen,bathroom,living,living,bedroom_1,living,living,bathroom,kitchen,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,kitchen,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
13740,d09 Wed 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,bedroom_2,kitchen,kitchen,bathroom,living,living,bedroom_1,living,living,bathroom,kitchen,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
13800,d09 Wed 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,bathroom,kitchen,kitchen,bathroom,living,living,kitchen,living,living,bathroom,kitchen,entry,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,kitchen,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
13860,d09 Wed 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,bathroom,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,living,bathroom,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bathroom,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
13920,d09 Wed 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,living,bathroom,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,living,bathroom,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
13980,d09 Wed 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,living,bathroom,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,living,bathroom,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
14040,d09 Wed 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,kitchen,kitchen,living,bathroom,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
14100,d09 Wed 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,kitchen,kitchen,living,bathroom,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
14160,d09 Wed 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,kitchen,kitchen,living,bathroom,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
14220,d09 Wed 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,kitchen,kitchen,living,bathroom,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
14280,d09 Wed 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,kitchen,kitchen,living,bathroom,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
14340,d09 Wed 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,kitchen,kitchen,living,bathroom,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
14400,d10 Thu 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,kitchen,kitchen,living,bathroom,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
14460,d10 Thu 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,kitchen,kitchen,living,bathroom,bathroom,bathroom,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
14520,d10 Thu 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,kitchen,kitchen,living,bathroom,bathroom,bathroom,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
14580,d10 Thu 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,kitchen,kitchen,living,bathroom,bathroom,bathroom,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
14640,d10 Thu 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,kitchen,kitchen,living,bathroom,bathroom,bathroom,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
14700,d10 Thu 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,kitchen,kitchen,living,bathroom,bathroom,bathroom,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
14760,d10 Thu 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,kitchen,kitchen,living,bathroom,bathroom,bathroom,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
14820,d10 Thu 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,kitchen,kitchen,living,bathroom,bathroom,bathroom,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
14880,d10 Thu 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,kitchen,kitchen,living,bathroom,bathroom,bathroom,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
14940,d10 Thu 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,kitchen,kitchen,living,bathroom,bathroom,bathroom,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
15000,d10 Thu 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,bedroom_1,kitchen,living,bathroom,bathroom,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
15060,d10 Thu 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,bedroom_1,kitchen,living,bathroom,bathroom,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
15120,d10 Thu 12:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,bedroom_1,kitchen,living,bathroom,bathroom,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
15180,d10 Thu 13:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,bedroom_1,kitchen,living,bathroom,bathroom,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
15240,d10 Thu 14:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,living,bathroom,kitchen,kitchen,living,living,living,bedroom_1,kitchen,living,kitchen,bathroom,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
15300,d10 Thu 15:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,living,kitchen,bedroom_2,kitchen,living,living,living,bedroom_1,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
15360,d10 Thu 16:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,living,kitchen,bedroom_2,kitchen,living,living,living,bedroom_1,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
15420,d10 Thu 17:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,living,kitchen,bedroom_2,kitchen,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
15480,d10 Thu 18:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,bedroom_2,kitchen,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
15540,d10 Thu 19:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,bedroom_2,kitchen,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
15600,d10 Thu 20:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,bedroom_2,kitchen,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
15660,d10 Thu 21:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,bedroom_2,kitchen,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
15720,d10 Thu 22:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,bedroom_2,kitchen,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
15780,d10 Thu 23:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,bedroom_2,kitchen,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
15840,d11 Fri 00:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,bedroom_2,kitchen,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
15900,d11 Fri 01:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,bedroom_2,kitchen,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
15960,d11 Fri 02:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,bedroom_2,kitchen,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
16020,d11 Fri 03:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,bedroom_2,kitchen,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
16080,d11 Fri 04:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,bedroom_2,kitchen,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
16140,d11 Fri 05:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,bedroom_2,kitchen,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
16200,d11 Fri 06:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,bedroom_2,kitchen,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bathroom,bedroom_3,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
16260,d11 Fri 07:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,living,bedroom_2,bedroom_2,kitchen,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
16320,d11 Fri 08:00,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,outside,outside,bedroom_2,outside,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
16380,d11 Fri 09:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bathroom,entry,entry,living,outside,outside,bedroom_2,outside,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
16440,d11 Fri 10:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bathroom,entry,entry,living,outside,outside,bedroom_2,outside,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
16500,d11 Fri 11:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bathroom,entry,entry,living,outside,outside,bedroom_2,outside,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
16560,d11 Fri 12:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bathroom,entry,entry,living,outside,outside,bedroom_2,outside,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,bedroom_3,kitchen,kitchen,entry,entry
16620,d11 Fri 13:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bathroom,entry,entry,living,outside,outside,bedroom_2,outside,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,bedroom_3,kitchen,kitchen,entry,entry
16680,d11 Fri 14:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,entry,entry,living,kitchen,kitchen,bedroom_2,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
16740,d11 Fri 15:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bathroom,entry,entry,living,kitchen,kitchen,bedroom_2,living,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
16800,d11 Fri 16:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bathroom,entry,entry,living,kitchen,kitchen,bedroom_2,living,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
16860,d11 Fri 17:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bathroom,entry,entry,living,kitchen,kitchen,bedroom_2,living,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
16920,d11 Fri 18:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,bedroom_2,living,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
16980,d11 Fri 19:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bathroom,entry,entry,living,kitchen,kitchen,bedroom_2,living,living,living,living,kitchen,living,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,bathroom,bedroom_3,bathroom,bedroom_3,bedroom_3,living,living,kitchen,kitchen,kitchen,kitchen,entry,entry
