t,stamp,phone_marie,keys_marie,wallet_marie,laptop_marie,backpack_marie,lunchbox_marie,water_bottle_marie,jacket_marie,headphones_marie,glasses_marie,charger_marie,notebook_marie,pen_marie,book_marie,mug_marie,bowl_marie,plate_marie,pot_shared_1,pan_shared_1,remote_shared_1,blanket_marie,towel_marie,laundry_basket_marie,medication_bottle_marie,hairbrush_marie,makeup_kit_marie,umbrella_marie,suitcase_marie,watering_can_marie,yoga_mat_marie
29160,d20 Sun 06:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
29220,d20 Sun 07:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
29280,d20 Sun 08:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
29340,d20 Sun 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom,bedroom,outside,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
29400,d20 Sun 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom,bedroom,outside,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
29460,d20 Sun 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen
29520,d20 Sun 12:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,living,bedroom,kitchen,living
29580,d20 Sun 13:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,living,bedroom,kitchen,living
29640,d20 Sun 14:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,bedroom,bedroom,kitchen,living
29700,d20 Sun 15:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
29760,d20 Sun 16:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
29820,d20 Sun 17:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
29880,d20 Sun 18:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
29940,d20 Sun 19:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
30000,d20 Sun 20:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
30060,d20 Sun 21:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
30120,d20 Sun 22:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
30180,d20 Sun 23:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
30240,d21 Mon 00:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
30300,d21 Mon 01:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
30360,d21 Mon 02:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
30420,d21 Mon 03:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
30480,d21 Mon 04:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
30540,d21 Mon 05:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
30600,d21 Mon 06:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
30660,d21 Mon 07:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
30720,d21 Mon 08:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
30780,d21 Mon 09:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,kitchen,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
30840,d21 Mon 10:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
30900,d21 Mon 11:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
30960,d21 Mon 12:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
31020,d21 Mon 13:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
31080,d21 Mon 14:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
31140,d21 Mon 15:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
31200,d21 Mon 16:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
31260,d21 Mon 17:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bedroom,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
31320,d21 Mon 18:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
31380,d21 Mon 19:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
31440,d21 Mon 20:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
31500,d21 Mon 21:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
31560,d21 Mon 22:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom,bathroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
31620,d21 Mon 23:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
31680,d22 Tue 00:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
31740,d22 Tue 01:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
31800,d22 Tue 02:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
31860,d22 Tue 03:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
31920,d22 Tue 04:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
31980,d22 Tue 05:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
32040,d22 Tue 06:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
32100,d22 Tue 07:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bedroom,bathroom,entry,bedroom,kitchen,living
32160,d22 Tue 08:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom,kitchen,bedroom,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bedroom,bathroom,entry,bedroom,kitchen,living
32220,d22 Tue 09:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom,kitchen,bedroom,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bedroom,bathroom,entry,bedroom,kitchen,living
32280,d22 Tue 10:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom,kitchen,bedroom,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bedroom,bathroom,entry,bedroom,kitchen,living
32340,d22 Tue 11:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom,kitchen,bedroom,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bedroom,bathroom,entry,bedroom,kitchen,living
32400,d22 Tue 12:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom,kitchen,bedroom,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bedroom,bathroom,entry,bedroom,kitchen,living
32460,d22 Tue 13:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom,kitchen,bedroom,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bedroom,bathroom,entry,bedroom,kitchen,living
32520,d22 Tue 14:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom,kitchen,bedroom,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bedroom,bathroom,entry,bedroom,kitchen,living
32580,d22 Tue 15:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom,kitchen,bedroom,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bedroom,bathroom,entry,bedroom,kitchen,living
32640,d22 Tue 16:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bedroom,bathroom,entry,bedroom,kitchen,living
32700,d22 Tue 17:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bedroom,bathroom,entry,bedroom,kitchen,living
32760,d22 Tue 18:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bathroom,bathroom,entry,bedroom,kitchen,living
32820,d22 Tue 19:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bathroom,bathroom,entry,bedroom,kitchen,living
32880,d22 Tue 20:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,living,living,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bathroom,bathroom,entry,bedroom,kitchen,living
32940,d22 Tue 21:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bathroom,outside,outside,outside,kitchen,outside
33000,d22 Tue 22:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,bedroom,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bathroom,outside,outside,outside,kitchen,outside
33060,d22 Tue 23:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,bedroom,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bathroom,outside,outside,outside,kitchen,outside
33120,d23 Wed 00:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,bedroom,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bathroom,outside,outside,outside,kitchen,outside
33180,d23 Wed 01:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,bedroom,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bathroom,outside,outside,outside,kitchen,outside
33240,d23 Wed 02:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,bedroom,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bathroom,outside,outside,outside,kitchen,outside
33300,d23 Wed 03:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,bedroom,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bathroom,outside,outside,outside,kitchen,outside
33360,d23 Wed 04:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,bedroom,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bathroom,outside,outside,outside,kitchen,outside
33420,d23 Wed 05:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,bedroom,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bathroom,outside,outside,outside,kitchen,outside
33480,d23 Wed 06:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,bedroom,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,kitchen,bathroom,outside,outside,outside,kitchen,outside
33540,d23 Wed 07:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,kitchen,bathroom,bathroom,entry,bedroom,kitchen,living
33600,d23 Wed 08:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
33660,d23 Wed 09:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
33720,d23 Wed 10:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
33780,d23 Wed 11:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
33840,d23 Wed 12:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
33900,d23 Wed 13:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
33960,d23 Wed 14:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
34020,d23 Wed 15:00,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
34080,d23 Wed 16:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
34140,d23 Wed 17:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,outside,outside,outside,kitchen,outside
34200,d23 Wed 18:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bathroom,bathroom,entry,bedroom,kitchen,living
34260,d23 Wed 19:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
34320,d23 Wed 20:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
34380,d23 Wed 21:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
34440,d23 Wed 22:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
34500,d23 Wed 23:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
34560,d24 Thu 00:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bedroom,outside,outside,outside,kitchen,outside
34620,d24 Thu 01:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bedroom,outside,outside,outside,kitchen,outside
34680,d24 Thu 02:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bedroom,outside,outside,outside,kitchen,outside
34740,d24 Thu 03:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bedroom,outside,outside,outside,kitchen,outside
34800,d24 Thu 04:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bedroom,outside,outside,outside,kitchen,outside
34860,d24 Thu 05:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bedroom,outside,outside,outside,kitchen,outside
34920,d24 Thu 06:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bedroom,outside,outside,outside,kitchen,outside
34980,d24 Thu 07:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
35040,d24 Thu 08:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
