t,stamp,phone_marisol,keys_marisol,wallet_marisol,laptop_marisol,mug_marisol,water_bottle_marisol,jacket_marisol,book_marisol,glasses_marisol,medication_bottle_marisol,hairbrush_marisol,yoga_mat_marisol,phone_nia,backpack_nia,tablet_nia,notebook_nia,headphones_nia,water_bottle_nia,lunchbox_nia,blanket_nia,phone_tessa,keys_tessa,wallet_tessa,backpack_tessa,laptop_tessa,charger_tessa,water_bottle_tessa,jacket_tessa,towel_tessa,makeup_kit_tessa,remote_1,gaming_controller_1,laundry_basket_1,vacuum_cleaner_1,pot_1,pan_1,umbrella_1
13380,d09 Wed 07:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
13440,d09 Wed 08:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
13500,d09 Wed 09:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
13560,d09 Wed 10:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,outside,outside,living,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
13620,d09 Wed 11:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,outside,outside,living,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
13680,d09 Wed 12:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,outside,outside,living,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
13740,d09 Wed 13:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,outside,outside,living,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
13800,d09 Wed 14:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,outside,outside,living,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
13860,d09 Wed 15:00,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,outside,outside,living,bedroom_2,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
13920,d09 Wed 16:00,living,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
13980,d09 Wed 17:00,living,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
14040,d09 Wed 18:00,living,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
14100,d09 Wed 19:00,living,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
14160,d09 Wed 20:00,living,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
14220,d09 Wed 21:00,living,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,living,kitchen,living,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
14280,d09 Wed 22:00,living,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,living,kitchen,living,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
14340,d09 Wed 23:00,living,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,living,kitchen,living,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
14400,d10 Thu 00:00,living,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,living,kitchen,living,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
14460,d10 Thu 01:00,living,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,living,kitchen,living,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
14520,d10 Thu 02:00,living,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,living,kitchen,living,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
14580,d10 Thu 03:00,living,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,living,kitchen,living,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
14640,d10 Thu 04:00,living,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,living,kitchen,living,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
14700,d10 Thu 05:00,living,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,living,kitchen,living,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
14760,d10 Thu 06:00,living,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,living,kitchen,living,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
14820,d10 Thu 07:00,kitchen,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,kitchen,living,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
14880,d10 Thu 08:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,kitchen,bedroom_1,bathroom,kitchen,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
14940,d10 Thu 09:00,kitchen,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,kitchen,bedroom_1,bathroom,kitchen,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
15000,d10 Thu 10:00,kitchen,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,bedroom_1,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
15060,d10 Thu 11:00,kitchen,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,bedroom_1,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
15120,d10 Thu 12:00,kitchen,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,bedroom_1,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
15180,d10 Thu 13:00,kitchen,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,bedroom_1,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
15240,d10 Thu 14:00,kitchen,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,bedroom_1,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
15300,d10 Thu 15:00,kitchen,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,outside,outside,living,kitchen,bedroom_1,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
15360,d10 Thu 16:00,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,kitchen,bedroom_1,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
15420,d10 Thu 17:00,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
15480,d10 Thu 18:00,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,bathroom,bathroom,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
15540,d10 Thu 19:00,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
15600,d10 Thu 20:00,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
15660,d10 Thu 21:00,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
15720,d10 Thu 22:00,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
15780,d10 Thu 23:00,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
15840,d11 Fri 00:00,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
15900,d11 Fri 01:00,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
15960,d11 Fri 02:00,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
16020,d11 Fri 03:00,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
16080,d11 Fri 04:00,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
16140,d11 Fri 05:00,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
16200,d11 Fri 06:00,kitchen,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,living,living,bathroom,entry,kitchen,kitchen,entry
16260,d11 Fri 07:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
16320,d11 Fri 08:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
16380,d11 Fri 09:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
16440,d11 Fri 10:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,bedroom_2,bedroom_1,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
16500,d11 Fri 11:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,bedroom_2,bedroom_1,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
16560,d11 Fri 12:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,bedroom_2,bedroom_1,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
16620,d11 Fri 13:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,bedroom_2,bedroom_1,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
16680,d11 Fri 14:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,bedroom_2,bedroom_1,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
16740,d11 Fri 15:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,living,bedroom_2,bedroom_1,outside,outside,living,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
16800,d11 Fri 16:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,bedroom_2,living,bedroom_2,bedroom_1,bathroom,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
16860,d11 Fri 17:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
16920,d11 Fri 18:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
16980,d11 Fri 19:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
17040,d11 Fri 20:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,bedroom_2,bedroom_1,bathroom,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
17100,d11 Fri 21:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
17160,d11 Fri 22:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
17220,d11 Fri 23:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bathroom,bathroom,bedroom_1,living,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
17280,d12 Sat 00:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bathroom,bathroom,bedroom_1,living,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
17340,d12 Sat 01:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bathroom,bathroom,bedroom_1,living,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
