t,stamp,phone_leena,keys_leena,wallet_leena,laptop_leena,charger_leena,backpack_leena,jacket_leena,headphones_leena,glasses_leena,notebook_leena,pen_leena,water_bottle_leena,lunchbox_leena,mug_leena,mug_shared_1,bowl_leena,plate_leena,pot_shared_1,pan_shared_1,book_leena,remote_shared_1,blanket_leena,yoga_mat_leena,laundry_basket_leena,towel_leena,vacuum_cleaner_shared_1,watering_can_leena,medication_bottle_leena,hairbrush_leena,makeup_kit_leena,suitcase_leena,umbrella_leena
15720,d10 Thu 22:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
15780,d10 Thu 23:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
15840,d11 Fri 00:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
15900,d11 Fri 01:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
15960,d11 Fri 02:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
16020,d11 Fri 03:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
16080,d11 Fri 04:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
16140,d11 Fri 05:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
16200,d11 Fri 06:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
16260,d11 Fri 07:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,bathroom,bedroom,entry
16320,d11 Fri 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
16380,d11 Fri 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
16440,d11 Fri 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
16500,d11 Fri 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
16560,d11 Fri 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
16620,d11 Fri 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
16680,d11 Fri 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
16740,d11 Fri 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
16800,d11 Fri 16:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
16860,d11 Fri 17:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,outside,bedroom,outside
16920,d11 Fri 18:00,entry,entry,kitchen,kitchen,bedroom,kitchen,living,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
16980,d11 Fri 19:00,bedroom,entry,kitchen,kitchen,bedroom,kitchen,living,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,living
17040,d11 Fri 20:00,bedroom,entry,kitchen,kitchen,bedroom,kitchen,living,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,living
17100,d11 Fri 21:00,bedroom,entry,kitchen,kitchen,bedroom,kitchen,living,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,living
17160,d11 Fri 22:00,bedroom,entry,kitchen,kitchen,bedroom,kitchen,living,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,living
17220,d11 Fri 23:00,bedroom,entry,kitchen,kitchen,bedroom,kitchen,living,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,living
17280,d12 Sat 00:00,bedroom,entry,kitchen,kitchen,bedroom,kitchen,living,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,living
17340,d12 Sat 01:00,bedroom,entry,kitchen,kitchen,bedroom,kitchen,living,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,living
17400,d12 Sat 02:00,bedroom,entry,kitchen,kitchen,bedroom,kitchen,living,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,living
17460,d12 Sat 03:00,bedroom,entry,kitchen,kitchen,bedroom,kitchen,living,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,living
17520,d12 Sat 04:00,bedroom,entry,kitchen,kitchen,bedroom,kitchen,living,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,living
17580,d12 Sat 05:00,bedroom,entry,kitchen,kitchen,bedroom,kitchen,living,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,living
17640,d12 Sat 06:00,bedroom,entry,kitchen,kitchen,bedroom,kitchen,living,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bedroom,bathroom,kitchen,bedroom,living
17700,d12 Sat 07:00,bedroom,entry,kitchen,kitchen,bedroom,kitchen,living,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
17760,d12 Sat 08:00,bedroom,entry,kitchen,kitchen,bedroom,kitchen,living,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,living,living,bedroom,bedroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
17820,d12 Sat 09:00,bedroom,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
17880,d12 Sat 10:00,bedroom,entry,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
17940,d12 Sat 11:00,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
18000,d12 Sat 12:00,kitchen,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,entry
18060,d12 Sat 13:00,outside,outside,outside,kitchen,bedroom,entry,outside,kitchen,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,outside
18120,d12 Sat 14:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
18180,d12 Sat 15:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
18240,d12 Sat 16:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
18300,d12 Sat 17:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
18360,d12 Sat 18:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
18420,d12 Sat 19:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
18480,d12 Sat 20:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
18540,d12 Sat 21:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
18600,d12 Sat 22:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
18660,d12 Sat 23:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
18720,d13 Sun 00:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
18780,d13 Sun 01:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
18840,d13 Sun 02:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
18900,d13 Sun 03:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
18960,d13 Sun 04:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
19020,d13 Sun 05:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
19080,d13 Sun 06:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
19140,d13 Sun 07:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,kitchen,bathroom,bathroom,kitchen,bedroom,living
19200,d13 Sun 08:00,entry,living,entry,kitchen,bedroom,entry,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,living,bathroom,bathroom,kitchen,bedroom,living
19260,d13 Sun 09:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,living,bathroom,bathroom,kitchen,bedroom,living
19320,d13 Sun 10:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,living,bathroom,bathroom,kitchen,bedroom,living
19380,d13 Sun 11:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,living,bathroom,bathroom,kitchen,bedroom,living
19440,d13 Sun 12:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,living,bathroom,bathroom,kitchen,bedroom,living
19500,d13 Sun 13:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,living,bathroom,bathroom,kitchen,bedroom,living
19560,d13 Sun 14:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,living,bathroom,bathroom,kitchen,bedroom,living
19620,d13 Sun 15:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom,kitchen,living,bedroom,kitchen,kitchen,bedroom,living,bedroom,living,bedroom,bathroom,entry,living,bathroom,bathroom,kitchen,bedroom,living
19680,d13 Sun 16:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,bedroom,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,living,bathroom,bathroom,kitchen,bedroom,living
19740,d13 Sun 17:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,bedroom,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,living,bathroom,bathroom,kitchen,bedroom,living
19800,d13 Sun 18:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,bedroom,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,living,bathroom,bathroom,kitchen,bedroom,living
19860,d13 Sun 19:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,bedroom,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,living,bathroom,bathroom,kitchen,bedroom,living
19920,d13 Sun 20:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,bedroom,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,living,bathroom,bathroom,kitchen,bedroom,living
19980,d13 Sun 21:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,bedroom,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,living,bathroom,bathroom,kitchen,bedroom,living
20040,d13 Sun 22:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,bedroom,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,living,bathroom,bathroom,kitchen,bedroom,living
20100,d13 Sun 23:00,entry,entry,entry,kitchen,bedroom,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,bedroom,kitchen,kitchen,kitchen,living,bedroom,kitchen,kitchen,living,living,living,living,bedroom,bathroom,entry,living,bathroom,bathroom,kitchen,bedroom,living
