t,stamp,mug_nikhil,laptop_nikhil,phone_nikhil,keys_nikhil,wallet_nikhil,backpack_nikhil,charger_nikhil,notebook_nikhil,glasses_nikhil,jacket_nikhil,mug_marisol,laptop_marisol,phone_marisol,keys_marisol,wallet_marisol,backpack_marisol,water_bottle_marisol,book_marisol,glasses_marisol,makeup_kit_marisol,hairbrush_marisol,phone_tessa,keys_tessa,backpack_tessa,laptop_tessa,charger_tessa,headphones_tessa,water_bottle_tessa,notebook_tessa,pen_tessa,book_tessa,gaming_controller_tessa,phone_owen,backpack_owen,lunchbox_owen,water_bottle_owen,tablet_owen,blanket_owen,toy_owen,notebook_owen,pen_owen,jacket_owen,gaming_controller_owen,plate_shared_1,bowl_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,charger_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,umbrella_shared_1,towel_shared_1,yoga_mat_shared_1
10860,d07 Mon 13:00,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,entry,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
10920,d07 Mon 14:00,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,entry,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
10980,d07 Mon 15:00,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,entry,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
11040,d07 Mon 16:00,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
11100,d07 Mon 17:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom_2,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,living,entry,bedroom_3,bedroom_3,entry,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,bathroom,living
11160,d07 Mon 18:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,living,bedroom_1,living,bathroom,bedroom_2,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,living,entry,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
11220,d07 Mon 19:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
11280,d07 Mon 20:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,living,living,living,bathroom,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bathroom,entry,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
11340,d07 Mon 21:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bathroom,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bathroom,entry,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
11400,d07 Mon 22:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bathroom,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_2,kitchen,bathroom,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
11460,d07 Mon 23:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bathroom,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_2,kitchen,bathroom,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
11520,d08 Tue 00:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bathroom,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_2,kitchen,bathroom,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
11580,d08 Tue 01:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,bathroom,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
11640,d08 Tue 02:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,bathroom,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
11700,d08 Tue 03:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,bathroom,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
11760,d08 Tue 04:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,bathroom,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
11820,d08 Tue 05:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
11880,d08 Tue 06:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,bathroom,bedroom_1,bathroom,bathroom,bedroom_2,kitchen,bedroom_2,kitchen,bathroom,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
11940,d08 Tue 07:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
12000,d08 Tue 08:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,entry,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
12060,d08 Tue 09:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,entry,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
12120,d08 Tue 10:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,entry,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
12180,d08 Tue 11:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,kitchen,living,outside,outside,outside,outside,outside,bedroom_3,entry,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
12240,d08 Tue 12:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,kitchen,living,outside,outside,outside,outside,outside,bedroom_3,entry,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
12300,d08 Tue 13:00,kitchen,bedroom_1,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,kitchen,living,outside,outside,outside,outside,outside,bedroom_3,entry,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
12360,d08 Tue 14:00,kitchen,bedroom_1,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,kitchen,living,outside,outside,outside,outside,outside,bedroom_3,entry,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
12420,d08 Tue 15:00,kitchen,bedroom_1,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,outside,outside,outside,outside,outside,outside,kitchen,outside,bedroom_2,kitchen,living,outside,outside,outside,outside,outside,bedroom_3,entry,outside,outside,outside,living,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
12480,d08 Tue 16:00,kitchen,bedroom_1,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,living,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
12540,d08 Tue 17:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,living,living,kitchen,entry,entry,kitchen,kitchen,living,entry,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
12600,d08 Tue 18:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,living,kitchen,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
12660,d08 Tue 19:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,bedroom_2,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,kitchen,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
12720,d08 Tue 20:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
12780,d08 Tue 21:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,entry,kitchen,kitchen,bathroom,kitchen,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
12840,d08 Tue 22:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
12900,d08 Tue 23:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
12960,d09 Wed 00:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
13020,d09 Wed 01:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
13080,d09 Wed 02:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
13140,d09 Wed 03:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
13200,d09 Wed 04:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
13260,d09 Wed 05:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
13320,d09 Wed 06:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,kitchen,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
13380,d09 Wed 07:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,outside,outside,outside,outside,outside,outside,outside,bedroom_3,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,kitchen,bedroom_3,entry,kitchen,kitchen,kitchen,entry,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
13440,d09 Wed 08:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,kitchen,bedroom_3,entry,entry,kitchen,kitchen,entry,bedroom_3,bedroom_3,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
13500,d09 Wed 09:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,kitchen,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
13560,d09 Wed 10:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,kitchen,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
13620,d09 Wed 11:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,kitchen,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
13680,d09 Wed 12:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,kitchen,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_1,entry,entry,bathroom,living
