t,stamp,mug_marie,mug_1,bowl_marie,plate_1,laptop_marie,phone_marie,tablet_marie,keys_marie,wallet_marie,book_marie,book_1,water_bottle_marie,remote_marie,charger_marie,backpack_marie,jacket_marie,glasses_marie,notebook_marie,pen_marie,medication_bottle_marie,blanket_marie,towel_marie,gaming_controller_marie,umbrella_marie,laundry_basket_marie,vacuum_cleaner_1,pot_1,pan_1,suitcase_marie,watering_can_marie
30060,d20 Sun 21:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
30120,d20 Sun 22:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
30180,d20 Sun 23:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
30240,d21 Mon 00:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
30300,d21 Mon 01:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
30360,d21 Mon 02:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
30420,d21 Mon 03:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
30480,d21 Mon 04:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
30540,d21 Mon 05:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
30600,d21 Mon 06:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
30660,d21 Mon 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
30720,d21 Mon 08:00,kitchen,kitchen,kitchen,kitchen,outside,outside,kitchen,outside,outside,outside,living,outside,living,outside,outside,outside,kitchen,outside,outside,kitchen,living,bathroom,kitchen,outside,kitchen,entry,kitchen,kitchen,outside,entry
30780,d21 Mon 09:00,kitchen,kitchen,kitchen,kitchen,outside,outside,kitchen,kitchen,outside,outside,living,outside,living,outside,outside,outside,kitchen,outside,outside,kitchen,living,bathroom,kitchen,outside,kitchen,entry,kitchen,kitchen,outside,entry
30840,d21 Mon 10:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,kitchen,living,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
30900,d21 Mon 11:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
30960,d21 Mon 12:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
31020,d21 Mon 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
31080,d21 Mon 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
31140,d21 Mon 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
31200,d21 Mon 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
31260,d21 Mon 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
31320,d21 Mon 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
31380,d21 Mon 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
31440,d21 Mon 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
31500,d21 Mon 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
31560,d21 Mon 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
31620,d21 Mon 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
31680,d22 Tue 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
31740,d22 Tue 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
31800,d22 Tue 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
31860,d22 Tue 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
31920,d22 Tue 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
31980,d22 Tue 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
32040,d22 Tue 06:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
32100,d22 Tue 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
32160,d22 Tue 08:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,living,kitchen,bedroom,kitchen,living,bedroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
32220,d22 Tue 09:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,bedroom,living,kitchen,living,kitchen,entry,kitchen,living,kitchen,bedroom,kitchen,living,bedroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
32280,d22 Tue 10:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,kitchen,living,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
32340,d22 Tue 11:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
32400,d22 Tue 12:00,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
32460,d22 Tue 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,living,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
32520,d22 Tue 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,entry,bedroom,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
32580,d22 Tue 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,bedroom,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
32640,d22 Tue 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,bedroom,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
32700,d22 Tue 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,bedroom,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
32760,d22 Tue 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,bedroom,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
32820,d22 Tue 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,bedroom,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
32880,d22 Tue 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,bedroom,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
32940,d22 Tue 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,bedroom,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
33000,d22 Tue 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,bedroom,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
33060,d22 Tue 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,bedroom,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
33120,d23 Wed 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,bedroom,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
33180,d23 Wed 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,bedroom,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
33240,d23 Wed 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,bedroom,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
33300,d23 Wed 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,bedroom,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
33360,d23 Wed 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,bedroom,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
33420,d23 Wed 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,bedroom,living,kitchen,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
33480,d23 Wed 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
33540,d23 Wed 07:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
33600,d23 Wed 08:00,living,kitchen,kitchen,kitchen,outside,outside,living,outside,outside,outside,living,outside,living,outside,outside,outside,kitchen,outside,outside,kitchen,living,bathroom,kitchen,outside,bedroom,entry,kitchen,kitchen,outside,entry
33660,d23 Wed 09:00,living,kitchen,kitchen,kitchen,outside,outside,living,outside,outside,outside,living,outside,living,outside,outside,outside,kitchen,outside,outside,kitchen,living,bathroom,kitchen,outside,bedroom,entry,kitchen,kitchen,outside,entry
33720,d23 Wed 10:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
33780,d23 Wed 11:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
33840,d23 Wed 12:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
33900,d23 Wed 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
33960,d23 Wed 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
34020,d23 Wed 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
34080,d23 Wed 16:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
34140,d23 Wed 17:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
34200,d23 Wed 18:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
34260,d23 Wed 19:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
34320,d23 Wed 20:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
34380,d23 Wed 21:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
34440,d23 Wed 22:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
34500,d23 Wed 23:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
34560,d24 Thu 00:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
34620,d24 Thu 01:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
34680,d24 Thu 02:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
34740,d24 Thu 03:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
34800,d24 Thu 04:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
34860,d24 Thu 05:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
34920,d24 Thu 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
34980,d24 Thu 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,entry
35040,d24 Thu 08:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
35100,d24 Thu 09:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
35160,d24 Thu 10:00,living,kitchen,kitchen,kitchen,outside,outside,kitchen,outside,outside,outside,living,outside,living,outside,outside,outside,bedroom,outside,outside,bathroom,living,bathroom,living,outside,bedroom,entry,kitchen,kitchen,outside,entry
35220,d24 Thu 11:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
35280,d24 Thu 12:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
35340,d24 Thu 13:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
35400,d24 Thu 14:00,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
35460,d24 Thu 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
35520,d24 Thu 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
35580,d24 Thu 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
35640,d24 Thu 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
35700,d24 Thu 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
35760,d24 Thu 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
35820,d24 Thu 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
35880,d24 Thu 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
35940,d24 Thu 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
36000,d25 Fri 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
