t,stamp,mug_elena,mug_marcus,laptop_elena,laptop_marcus,phone_elena,phone_marcus,keys_elena,keys_marcus,wallet_elena,wallet_marcus,book_elena,book_marcus,water_bottle_elena,water_bottle_marcus,remote_shared,charger_elena,charger_marcus,backpack_elena,backpack_marcus,jacket_elena,jacket_marcus,headphones_elena,glasses_elena,notebook_marcus,pen_marcus,blanket_shared,towel_shared,laundry_basket_shared,pot_shared,pan_shared,lunchbox_marcus,umbrella_shared
26400,d18 Fri 08:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
26460,d18 Fri 09:00,kitchen,kitchen,bedroom_1,kitchen,bathroom,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
26520,d18 Fri 10:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,living,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,entry
26580,d18 Fri 11:00,kitchen,kitchen,bedroom_1,kitchen,outside,kitchen,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside,outside
26640,d18 Fri 12:00,kitchen,kitchen,bedroom_1,kitchen,outside,kitchen,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside,outside
26700,d18 Fri 13:00,kitchen,kitchen,bedroom_1,kitchen,outside,kitchen,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside,outside
26760,d18 Fri 14:00,kitchen,kitchen,bedroom_1,kitchen,outside,kitchen,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside,outside
26820,d18 Fri 15:00,kitchen,kitchen,bedroom_1,kitchen,outside,kitchen,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside,outside
26880,d18 Fri 16:00,kitchen,kitchen,bedroom_1,kitchen,outside,kitchen,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside,outside
26940,d18 Fri 17:00,kitchen,kitchen,bedroom_1,kitchen,outside,kitchen,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside,outside
27000,d18 Fri 18:00,kitchen,kitchen,bedroom_1,kitchen,outside,kitchen,outside,outside,outside,outside,living,bedroom_2,outside,outside,living,kitchen,bedroom_2,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside,outside
27060,d18 Fri 19:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
27120,d18 Fri 20:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
27180,d18 Fri 21:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_1,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
27240,d18 Fri 22:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
27300,d18 Fri 23:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
27360,d19 Sat 00:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
27420,d19 Sat 01:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
27480,d19 Sat 02:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
27540,d19 Sat 03:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
27600,d19 Sat 04:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
27660,d19 Sat 05:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
27720,d19 Sat 06:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
27780,d19 Sat 07:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
27840,d19 Sat 08:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,entry,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
27900,d19 Sat 09:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,entry,bedroom_1,kitchen,kitchen,kitchen,entry
27960,d19 Sat 10:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
28020,d19 Sat 11:00,kitchen,kitchen,living,living,living,bedroom_2,living,living,living,living,living,living,kitchen,living,living,living,living,living,living,living,living,living,living,living,living,living,living,living,living,living,living,living
28080,d19 Sat 12:00,kitchen,kitchen,living,living,living,bedroom_2,living,living,living,living,living,living,kitchen,living,living,living,living,living,living,living,living,living,living,living,living,living,living,living,living,living,living,living
28140,d19 Sat 13:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
28200,d19 Sat 14:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
28260,d19 Sat 15:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,living,living,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
28320,d19 Sat 16:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
28380,d19 Sat 17:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
28440,d19 Sat 18:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
28500,d19 Sat 19:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
28560,d19 Sat 20:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
28620,d19 Sat 21:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
28680,d19 Sat 22:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
28740,d19 Sat 23:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
28800,d20 Sun 00:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
28860,d20 Sun 01:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
28920,d20 Sun 02:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
28980,d20 Sun 03:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
29040,d20 Sun 04:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
29100,d20 Sun 05:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
29160,d20 Sun 06:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
29220,d20 Sun 07:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
29280,d20 Sun 08:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,kitchen,kitchen,entry,entry,entry,entry,living,bedroom_1,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
29340,d20 Sun 09:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
29400,d20 Sun 10:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,kitchen,living,bedroom_2,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
29460,d20 Sun 11:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
29520,d20 Sun 12:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
29580,d20 Sun 13:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
29640,d20 Sun 14:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
29700,d20 Sun 15:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,living,living,living,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,living,living,kitchen,kitchen,living,bathroom,entry,kitchen,kitchen,kitchen,entry
29760,d20 Sun 16:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_2,entry,kitchen,entry,entry,living,bedroom_2,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,kitchen,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
29820,d20 Sun 17:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
29880,d20 Sun 18:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
29940,d20 Sun 19:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,living,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
30000,d20 Sun 20:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,bedroom_2,living,bedroom_1,kitchen,living,bedroom_1,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
30060,d20 Sun 21:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,kitchen,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
30120,d20 Sun 22:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,kitchen,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
30180,d20 Sun 23:00,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,entry,kitchen,entry,entry,living,living,bedroom_1,kitchen,living,kitchen,bedroom_2,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,living,bathroom,bedroom_1,kitchen,kitchen,kitchen,entry
