t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,mug_mara,water_bottle_mara,headphones_mara,notebook_mara,pen_mara,book_mara,charger_mara,backpack_mara,jacket_mara,glasses_mara,yoga_mat_mara,laptop_leon,phone_leon,keys_leon,wallet_leon,tablet_leon,headphones_leon,notebook_leon,pen_leon,water_bottle_leon,backpack_leon,jacket_leon,gaming_controller_leon,mug_shared_1,bowl_shared_1,plate_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,blanket_shared_1,towel_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,watering_can_shared_1,umbrella_shared_1
13320,d09 Wed 06:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_1,bedroom_2,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
13380,d09 Wed 07:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
13440,d09 Wed 08:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
13500,d09 Wed 09:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
13560,d09 Wed 10:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
13620,d09 Wed 11:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,bedroom_1,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
13680,d09 Wed 12:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,living,entry,entry,bedroom_2,bedroom_2,bedroom_1,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
13740,d09 Wed 13:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
13800,d09 Wed 14:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,bedroom_1,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
13860,d09 Wed 15:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,living,entry,entry,bedroom_2,bedroom_2,bedroom_1,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
13920,d09 Wed 16:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,entry,entry,kitchen,bedroom_2,kitchen,living,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
13980,d09 Wed 17:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,living,entry,entry,bedroom_2,bedroom_2,kitchen,living,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bathroom,entry,kitchen,kitchen
14040,d09 Wed 18:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,living,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
14100,d09 Wed 19:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
14160,d09 Wed 20:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bathroom,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
14220,d09 Wed 21:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
14280,d09 Wed 22:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
14340,d09 Wed 23:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
14400,d10 Thu 00:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
14460,d10 Thu 01:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
14520,d10 Thu 02:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
14580,d10 Thu 03:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
14640,d10 Thu 04:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
14700,d10 Thu 05:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
14760,d10 Thu 06:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
14820,d10 Thu 07:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
14880,d10 Thu 08:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
14940,d10 Thu 09:00,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
15000,d10 Thu 10:00,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,bedroom_2,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
15060,d10 Thu 11:00,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
15120,d10 Thu 12:00,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
15180,d10 Thu 13:00,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
15240,d10 Thu 14:00,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
15300,d10 Thu 15:00,outside,outside,outside,outside,kitchen,outside,outside,outside,bedroom_2,bedroom_1,bedroom_2,outside,outside,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
15360,d10 Thu 16:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,kitchen,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
15420,d10 Thu 17:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_1,living,entry,bedroom_1,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
15480,d10 Thu 18:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,living,entry,bedroom_1,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
15540,d10 Thu 19:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,bedroom_1,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
15600,d10 Thu 20:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,bedroom_1,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
15660,d10 Thu 21:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,bedroom_1,bathroom,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
15720,d10 Thu 22:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,bedroom_1,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
15780,d10 Thu 23:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,bedroom_1,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
15840,d11 Fri 00:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,bedroom_1,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
15900,d11 Fri 01:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,bedroom_1,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
15960,d11 Fri 02:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,bedroom_1,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
16020,d11 Fri 03:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,bedroom_1,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
16080,d11 Fri 04:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,bedroom_1,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
16140,d11 Fri 05:00,bedroom_2,entry,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,bedroom_1,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
16200,d11 Fri 06:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,bedroom_1,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
16260,d11 Fri 07:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
16320,d11 Fri 08:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
16380,d11 Fri 09:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
16440,d11 Fri 10:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
16500,d11 Fri 11:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
16560,d11 Fri 12:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
16620,d11 Fri 13:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
16680,d11 Fri 14:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
16740,d11 Fri 15:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
16800,d11 Fri 16:00,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,living,living,entry,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
16860,d11 Fri 17:00,bedroom_2,kitchen,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,living,living,entry,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
16920,d11 Fri 18:00,bedroom_2,kitchen,entry,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,living,living,entry,living,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,living,kitchen
16980,d11 Fri 19:00,bedroom_2,kitchen,entry,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,living,entry,bedroom_1,bedroom_1,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,living,kitchen
17040,d11 Fri 20:00,bedroom_2,kitchen,entry,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,living,entry,bedroom_1,bedroom_1,bedroom_2,bedroom_1,living,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,living,kitchen
17100,d11 Fri 21:00,bedroom_2,kitchen,entry,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,kitchen,entry,bedroom_1,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,living,kitchen
17160,d11 Fri 22:00,bedroom_2,kitchen,entry,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,kitchen,entry,bedroom_1,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,living,kitchen
17220,d11 Fri 23:00,bedroom_2,kitchen,entry,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,kitchen,entry,bedroom_1,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,living,kitchen
