t,stamp,mug_1,mug_2,mug_3,mug_4,laptop_1,laptop_2,phone_1,phone_2,phone_3,phone_4,keys_1,keys_2,book_1,book_2,book_3,book_4,water_bottle_1,water_bottle_2,water_bottle_3,water_bottle_4,remote_1,charger_1,charger_2,backpack_1,backpack_2,jacket_1,jacket_2,jacket_3,jacket_4,headphones_1,headphones_2,glasses_1,glasses_2,notebook_1,notebook_2,notebook_3,notebook_4,pen_1,pen_2,pen_3
22140,d15 Tue 09:00,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,living,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
22200,d15 Tue 10:00,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,living,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
22260,d15 Tue 11:00,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,living,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
22320,d15 Tue 12:00,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,living,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
22380,d15 Tue 13:00,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,living,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
22440,d15 Tue 14:00,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,bedroom_2,bedroom_1,kitchen,outside,living,living,living,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
22500,d15 Tue 15:00,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
22560,d15 Tue 16:00,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
22620,d15 Tue 17:00,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
22680,d15 Tue 18:00,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,living,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,living,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
22740,d15 Tue 19:00,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,outside,living,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
22800,d15 Tue 20:00,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,kitchen,outside,living,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,living,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
22860,d15 Tue 21:00,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,living,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
22920,d15 Tue 22:00,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,outside,living,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
22980,d15 Tue 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living
23040,d16 Wed 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living
23100,d16 Wed 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living
23160,d16 Wed 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living
23220,d16 Wed 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living
23280,d16 Wed 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living
23340,d16 Wed 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living
23400,d16 Wed 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living
23460,d16 Wed 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,bedroom_2,living,bedroom_2,bedroom_1,kitchen,living,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living
23520,d16 Wed 08:00,kitchen,kitchen,entry,kitchen,bedroom_1,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,outside,living,kitchen,bedroom_2,outside
23580,d16 Wed 09:00,kitchen,kitchen,entry,kitchen,living,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,outside,living,kitchen,bedroom_2,outside
23640,d16 Wed 10:00,kitchen,kitchen,entry,kitchen,living,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,outside,living,kitchen,bedroom_2,outside
23700,d16 Wed 11:00,kitchen,kitchen,entry,kitchen,living,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,outside,living,kitchen,bedroom_2,outside
23760,d16 Wed 12:00,kitchen,kitchen,entry,kitchen,living,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,outside,living,kitchen,bedroom_2,outside
23820,d16 Wed 13:00,kitchen,kitchen,entry,kitchen,living,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,outside,living,kitchen,bedroom_2,outside
23880,d16 Wed 14:00,kitchen,kitchen,entry,kitchen,living,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,outside,living,kitchen,bedroom_2,outside
23940,d16 Wed 15:00,kitchen,kitchen,entry,kitchen,living,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,outside,living,kitchen,bedroom_2,outside
24000,d16 Wed 16:00,kitchen,kitchen,entry,kitchen,living,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,outside,living,kitchen,bedroom_2,outside
24060,d16 Wed 17:00,kitchen,kitchen,entry,kitchen,living,bedroom_2,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,bedroom_2,outside,bedroom_2,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,outside,living,kitchen,bedroom_2,outside
24120,d16 Wed 18:00,kitchen,kitchen,kitchen,living,living,bedroom_2,kitchen,outside,living,living,kitchen,entry,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,kitchen,living,kitchen,bedroom_2,kitchen
24180,d16 Wed 19:00,kitchen,living,kitchen,living,living,living,kitchen,living,living,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
24240,d16 Wed 20:00,kitchen,living,kitchen,living,living,living,kitchen,living,living,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
24300,d16 Wed 21:00,kitchen,living,kitchen,living,living,living,kitchen,living,living,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
24360,d16 Wed 22:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
24420,d16 Wed 23:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,entry,kitchen,entry,entry,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
24480,d17 Thu 00:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,entry,kitchen,entry,entry,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
24540,d17 Thu 01:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,entry,kitchen,entry,entry,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
24600,d17 Thu 02:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,kitchen,entry,entry,entry,kitchen,entry,entry,bedroom_1,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
24660,d17 Thu 03:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,living,entry,entry,entry,kitchen,entry,entry,living,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
24720,d17 Thu 04:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,living,entry,entry,entry,kitchen,entry,entry,living,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
24780,d17 Thu 05:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,living,entry,entry,entry,kitchen,entry,entry,living,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
24840,d17 Thu 06:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,living,entry,entry,entry,kitchen,entry,entry,living,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
24900,d17 Thu 07:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,living,bedroom_1,kitchen,bedroom_3,kitchen,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,living,bedroom_2,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
24960,d17 Thu 08:00,kitchen,living,entry,kitchen,bedroom_1,living,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,living,bedroom_1,kitchen,outside,kitchen,living,living,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
25020,d17 Thu 09:00,kitchen,living,entry,kitchen,bedroom_1,living,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,living,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
25080,d17 Thu 10:00,kitchen,living,entry,kitchen,living,living,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,living,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
25140,d17 Thu 11:00,kitchen,living,entry,kitchen,living,living,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,living,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
25200,d17 Thu 12:00,kitchen,living,entry,kitchen,living,living,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,living,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
25260,d17 Thu 13:00,kitchen,living,entry,kitchen,bedroom_1,living,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,living,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
25320,d17 Thu 14:00,kitchen,living,entry,kitchen,living,living,kitchen,outside,outside,bedroom_2,kitchen,entry,kitchen,living,outside,living,bedroom_1,kitchen,outside,kitchen,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,outside,living,kitchen,kitchen,outside
25380,d17 Thu 15:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,outside,living,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_3,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
25440,d17 Thu 16:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,outside,living,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_3,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
25500,d17 Thu 17:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,outside,living,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_3,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
25560,d17 Thu 18:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,outside,living,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_3,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen
25620,d17 Thu 19:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_3,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
25680,d17 Thu 20:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_3,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
25740,d17 Thu 21:00,kitchen,living,kitchen,living,bedroom_1,living,kitchen,living,living,living,kitchen,entry,kitchen,living,kitchen,living,bedroom_3,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen,living,kitchen
25800,d17 Thu 22:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,living,bedroom_2,bedroom_1,kitchen,living,living,living,bedroom_1,kitchen,entry,entry,kitchen,living,entry,entry,bedroom_1,living,kitchen,living,bedroom_1,kitchen,living,living,bedroom_1,kitchen,living
25860,d17 Thu 23:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
25920,d18 Fri 00:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
25980,d18 Fri 01:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
26040,d18 Fri 02:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
26100,d18 Fri 03:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
26160,d18 Fri 04:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
26220,d18 Fri 05:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
26280,d18 Fri 06:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
26340,d18 Fri 07:00,kitchen,living,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,living,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3
26400,d18 Fri 08:00,kitchen,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,outside,bedroom_2,entry,entry,bedroom_1,living,outside,living,bedroom_1,kitchen,outside,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,living,living,kitchen,living,bedroom_1,kitchen,outside,living,bedroom_1,kitchen,outside
26460,d18 Fri 09:00,kitchen,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,outside,bedroom_2,entry,entry,bedroom_1,living,outside,living,bedroom_1,kitchen,outside,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,living,living,kitchen,living,bedroom_1,kitchen,outside,living,bedroom_1,kitchen,outside
