t,stamp,phone_maya,keys_maya,wallet_maya,backpack_maya,laptop_maya,charger_maya,mug_maya,water_bottle_maya,lunchbox_maya,book_maya,notebook_maya,pen_maya,jacket_maya,phone_elliot,keys_elliot,wallet_elliot,backpack_elliot,laptop_elliot,charger_elliot,mug_elliot,headphones_elliot,lunchbox_elliot,jacket_elliot,glasses_elliot,plate_1,plate_2,bowl_1,bowl_2,pot_1,pan_1,remote_1,blanket_1,laundry_basket_1,vacuum_cleaner_1,watering_can_1,towel_1
23460,d16 Wed 07:00,entry,entry,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
23520,d16 Wed 08:00,entry,entry,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
23580,d16 Wed 09:00,entry,entry,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,living,kitchen,kitchen
23640,d16 Wed 10:00,entry,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
23700,d16 Wed 11:00,entry,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
23760,d16 Wed 12:00,entry,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
23820,d16 Wed 13:00,entry,entry,living,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
23880,d16 Wed 14:00,entry,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
23940,d16 Wed 15:00,entry,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
24000,d16 Wed 16:00,living,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,outside,outside,kitchen,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
24060,d16 Wed 17:00,living,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,outside,outside,kitchen,outside,outside,kitchen,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
24120,d16 Wed 18:00,bedroom_1,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,entry,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
24180,d16 Wed 19:00,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,entry,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
24240,d16 Wed 20:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,entry,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
24300,d16 Wed 21:00,bedroom_1,entry,bathroom,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,entry,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
24360,d16 Wed 22:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,entry,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
24420,d16 Wed 23:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,entry,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
24480,d17 Thu 00:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,entry,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
24540,d17 Thu 01:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,entry,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
24600,d17 Thu 02:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,entry,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
24660,d17 Thu 03:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,entry,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
24720,d17 Thu 04:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,entry,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
24780,d17 Thu 05:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,entry,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
24840,d17 Thu 06:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,entry,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
24900,d17 Thu 07:00,bedroom_1,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,entry,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
24960,d17 Thu 08:00,kitchen,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,entry,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
25020,d17 Thu 09:00,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,entry,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,living,kitchen,bathroom
25080,d17 Thu 10:00,entry,entry,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,kitchen,bathroom
25140,d17 Thu 11:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
25200,d17 Thu 12:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
25260,d17 Thu 13:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
25320,d17 Thu 14:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
25380,d17 Thu 15:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
25440,d17 Thu 16:00,entry,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
25500,d17 Thu 17:00,entry,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
25560,d17 Thu 18:00,entry,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,bathroom
25620,d17 Thu 19:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,living,kitchen,kitchen
25680,d17 Thu 20:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,living,living,entry,entry,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen
25740,d17 Thu 21:00,entry,entry,bathroom,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,living,living,entry,entry,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen
25800,d17 Thu 22:00,entry,entry,bathroom,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen
25860,d17 Thu 23:00,entry,entry,bathroom,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen
25920,d18 Fri 00:00,entry,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen
25980,d18 Fri 01:00,entry,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen
26040,d18 Fri 02:00,entry,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen
26100,d18 Fri 03:00,entry,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen
26160,d18 Fri 04:00,entry,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen
26220,d18 Fri 05:00,entry,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen
26280,d18 Fri 06:00,entry,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bedroom_2,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen
26340,d18 Fri 07:00,entry,entry,bedroom_1,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,bathroom,bathroom,entry,entry,kitchen,kitchen,kitchen,bathroom,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,bathroom
26400,d18 Fri 08:00,entry,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,living,entry,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,bathroom
26460,d18 Fri 09:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
26520,d18 Fri 10:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
26580,d18 Fri 11:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
26640,d18 Fri 12:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
26700,d18 Fri 13:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
26760,d18 Fri 14:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
26820,d18 Fri 15:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,kitchen,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
26880,d18 Fri 16:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,kitchen,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
26940,d18 Fri 17:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,kitchen,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
27000,d18 Fri 18:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,kitchen,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen
27060,d18 Fri 19:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,kitchen,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
27120,d18 Fri 20:00,outside,outside,outside,outside,bedroom_1,outside,kitchen,kitchen,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,outside,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
27180,d18 Fri 21:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,bedroom_2,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
27240,d18 Fri 22:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,living,kitchen,kitchen
27300,d18 Fri 23:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen
27360,d19 Sat 00:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen
27420,d19 Sat 01:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen
27480,d19 Sat 02:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen
27540,d19 Sat 03:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen
27600,d19 Sat 04:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen
27660,d19 Sat 05:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen
27720,d19 Sat 06:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen
27780,d19 Sat 07:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen
27840,d19 Sat 08:00,entry,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen
27900,d19 Sat 09:00,kitchen,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,living,entry,bedroom_2,entry,entry,entry,living,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,kitchen,kitchen
27960,d19 Sat 10:00,kitchen,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,bedroom_1,living,kitchen,bathroom
28020,d19 Sat 11:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bedroom_2
28080,d19 Sat 12:00,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,entry,living,entry,bedroom_2,entry,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bedroom_2
