t,stamp,mug_1,mug_2,laptop_alex,laptop_bella,laptop_chad,laptop_dana,phone_alex,phone_bella,phone_chad,phone_dana,keys_alex,keys_bella,keys_chad,keys_dana,wallet_alex,wallet_bella,wallet_chad,wallet_dana,book_alex,book_bella,book_chad,book_dana,water_bottle_alex,water_bottle_bella,water_bottle_chad,water_bottle_dana,remote_1,charger_alex,charger_bella,charger_chad,charger_dana,backpack_alex,backpack_bella,backpack_chad,backpack_dana,jacket_alex,jacket_bella,jacket_chad,jacket_dana,headphones_bella,headphones_chad,glasses_alex,glasses_dana,notebook_bella,notebook_dana,pen_1,pen_2,medication_bottle_alex,toy_chad,blanket_1,towel_1,towel_2,gaming_controller_chad,dog_leash_none,lunchbox_alex,lunchbox_dana,umbrella_dana,laundry_basket_1,laundry_basket_2,vacuum_cleaner_1
7620,d05 Sat 07:00,bedroom_1,bedroom_1,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_4,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,living,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_1,bedroom_4,bedroom_3,bedroom_1,bedroom_1,bedroom_1,bedroom_3,entry,kitchen,kitchen,entry,bedroom_1,bedroom_1,bedroom_1
7680,d05 Sat 08:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,living,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_1,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
7740,d05 Sat 09:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,living,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_1,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
7800,d05 Sat 10:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,outside,bedroom_1,bedroom_2,bedroom_3,outside,bedroom_1,entry,entry,outside,bedroom_1,bedroom_2,bedroom_3,outside,bedroom_1,bedroom_2,kitchen,outside,bedroom_1,bedroom_2,bedroom_3,outside,living,bedroom_3,bedroom_2,bedroom_3,outside,bedroom_1,bedroom_2,bedroom_3,outside,bedroom_1,kitchen,living,outside,bedroom_2,bedroom_3,bedroom_1,outside,bedroom_2,outside,kitchen,bedroom_4,bedroom_3,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,outside,outside,entry,entry,entry
7860,d05 Sat 11:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,living,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
7920,d05 Sat 12:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,outside,entry,entry,entry,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,kitchen,living,outside,bedroom_2,living,kitchen,living,living,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,outside,kitchen,living,bedroom_4,bedroom_2,bedroom_3,outside,bedroom_4,bedroom_2,bedroom_4,bedroom_2,kitchen,living,bedroom_3,living,bathroom,bathroom,living,entry,outside,kitchen,entry,living,living,living
7980,d05 Sat 13:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,outside,entry,entry,entry,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,kitchen,living,outside,bedroom_2,living,kitchen,living,living,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,outside,kitchen,living,bedroom_4,bedroom_2,bedroom_3,outside,bedroom_4,bedroom_2,bedroom_4,bedroom_2,kitchen,living,bedroom_3,living,bathroom,bathroom,living,entry,outside,kitchen,entry,living,living,living
8040,d05 Sat 14:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,outside,entry,entry,entry,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,kitchen,bedroom_4,outside,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,outside,kitchen,living,bedroom_4,bedroom_2,bedroom_3,outside,bedroom_4,bedroom_2,bedroom_4,kitchen,kitchen,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,outside,kitchen,entry,entry,entry,entry
8100,d05 Sat 15:00,bedroom_1,bedroom_1,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,living,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_1,bedroom_1,living,living,bedroom_1,bedroom_1,bedroom_3,entry,kitchen,kitchen,entry,bedroom_1,bedroom_1,bedroom_1
8160,d05 Sat 16:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,living,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
8220,d05 Sat 17:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,living,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
8280,d05 Sat 18:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_2,living,bedroom_1,living,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
8340,d05 Sat 19:00,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_2,bedroom_4,bedroom_1,living,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
8400,d05 Sat 20:00,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,living,bedroom_1,living,bedroom_2,bedroom_4,bedroom_2,bedroom_4,bedroom_1,living,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
8460,d05 Sat 21:00,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,entry,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_2,living,bedroom_1,living,bedroom_2,bedroom_4,bedroom_2,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_1,entry,kitchen,kitchen,entry,bedroom_1,bedroom_1,entry
8520,d05 Sat 22:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_3,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,living,bedroom_2,bedroom_4,bedroom_2,bedroom_4,bedroom_3,bedroom_3,living,bedroom_3,bedroom_3,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
8580,d05 Sat 23:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,living,bedroom_2,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
8640,d06 Sun 00:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,living,bedroom_2,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
8700,d06 Sun 01:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,living,bedroom_2,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
8760,d06 Sun 02:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,living,bedroom_2,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
8820,d06 Sun 03:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,living,bedroom_2,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
8880,d06 Sun 04:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,living,bedroom_2,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
8940,d06 Sun 05:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,living,bedroom_2,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
9000,d06 Sun 06:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,living,bedroom_2,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
9060,d06 Sun 07:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
9120,d06 Sun 08:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,kitchen,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_1,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
9180,d06 Sun 09:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,kitchen,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_4,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
9240,d06 Sun 10:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_3,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_2,bedroom_4,bedroom_3,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,bedroom_4,entry,entry,entry
9300,d06 Sun 11:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,bedroom_4,entry,entry,entry
9360,d06 Sun 12:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,living,outside,bedroom_2,bedroom_3,bedroom_4,outside,entry,bedroom_3,entry,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,outside,kitchen,bedroom_3,bedroom_4,bedroom_2,bedroom_3,outside,bedroom_4,bedroom_2,living,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,outside,kitchen,entry,entry,entry,entry
9420,d06 Sun 13:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,living,outside,bedroom_2,bedroom_3,bedroom_4,outside,entry,bedroom_3,entry,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,outside,kitchen,bedroom_3,bedroom_4,outside,kitchen,bedroom_3,bedroom_4,bedroom_2,bedroom_3,outside,bedroom_4,bedroom_2,living,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,outside,kitchen,entry,entry,entry,entry
9480,d06 Sun 14:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,living,outside,bedroom_2,bedroom_3,bedroom_4,outside,entry,bedroom_3,entry,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,outside,kitchen,bedroom_3,bedroom_4,outside,kitchen,bedroom_3,bedroom_4,bedroom_2,bedroom_3,outside,bedroom_4,bedroom_2,living,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,outside,kitchen,entry,living,living,living
9540,d06 Sun 15:00,kitchen,kitchen,bedroom_1,outside,bedroom_3,living,bedroom_1,outside,bedroom_3,bedroom_4,entry,outside,bedroom_3,entry,bedroom_1,outside,bedroom_3,bedroom_4,bedroom_1,outside,living,bedroom_4,bedroom_1,outside,bedroom_3,bedroom_4,living,bedroom_1,outside,bedroom_3,bedroom_4,bedroom_1,outside,bedroom_3,bedroom_4,bedroom_1,outside,bedroom_3,bedroom_4,outside,bedroom_3,bedroom_1,bedroom_4,outside,living,kitchen,living,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
9600,d06 Sun 16:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,living,bedroom_2,living,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
9660,d06 Sun 17:00,living,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,living,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,living,living,bedroom_3,living,living,living,bedroom_3,entry,kitchen,kitchen,entry,living,living,living
9720,d06 Sun 18:00,living,kitchen,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,living,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,living,living,bedroom_3,living,living,living,living,entry,kitchen,kitchen,entry,living,living,entry
9780,d06 Sun 19:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
9840,d06 Sun 20:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,bedroom_3,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_1,entry,kitchen,kitchen,entry,bedroom_1,bedroom_1,entry
