t,stamp,laptop_arthur,phone_arthur,keys_arthur,glasses_arthur,water_bottle_arthur,tablet_elena,phone_elena,keys_elena,makeup_kit_elena,notebook_elena,pen_elena,toy_leo,blanket_leo,water_bottle_leo,plate_shared,bowl_shared,mug_arthur,mug_elena,remote_shared,laundry_basket_shared
24960,d17 Thu 08:00,desk_b1,nightstand_b1,kitchen_table_k1,desk_b1,counter_k1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
25020,d17 Thu 09:00,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
25080,d17 Thu 10:00,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
25140,d17 Thu 11:00,desk_b1,desk_b1,desk_b1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
25200,d17 Thu 12:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,couch_l1,dish_rack_k1,sink_k1,couch_l1,couch_l1,couch_l1,entry_floor_e1
25260,d17 Thu 13:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,coffee_table_l1,coffee_table_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,counter_k1,couch_l1,coffee_table_l1,dish_rack_k1,sink_k1,coffee_table_l1,coffee_table_l1,coffee_table_l1,entry_floor_e1
25320,d17 Thu 14:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,coffee_table_l1,coffee_table_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,counter_k1,dish_rack_k1,sink_k1,coffee_table_l1,coffee_table_l1,coffee_table_l1,entry_floor_e1
25380,d17 Thu 15:00,desk_b1,counter_k1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
25440,d17 Thu 16:00,desk_b1,counter_k1,entry_table_e1,desk_b1,counter_k1,kitchen_table_k1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
25500,d17 Thu 17:00,couch_l1,couch_l1,entry_table_e1,couch_l1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
25560,d17 Thu 18:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,couch_l1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,couch_l1,cupboard_k1,couch_l1,couch_l1,couch_l1,couch_l1,entry_floor_e1
25620,d17 Thu 19:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
25680,d17 Thu 20:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
25740,d17 Thu 21:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,sink_k1,bed_b2,kitchen_table_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
25800,d17 Thu 22:00,desk_b1,couch_l1,entry_table_e1,couch_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
25860,d17 Thu 23:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,coffee_table_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
25920,d18 Fri 00:00,desk_b1,armchair_l1,entry_table_e1,coffee_table_l1,counter_k1,coffee_table_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
25980,d18 Fri 01:00,desk_b1,armchair_l1,entry_table_e1,coffee_table_l1,counter_k1,coffee_table_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
26040,d18 Fri 02:00,desk_b1,armchair_l1,entry_table_e1,coffee_table_l1,counter_k1,coffee_table_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
26100,d18 Fri 03:00,desk_b1,armchair_l1,entry_table_e1,coffee_table_l1,counter_k1,coffee_table_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
26160,d18 Fri 04:00,desk_b1,armchair_l1,entry_table_e1,coffee_table_l1,counter_k1,coffee_table_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
26220,d18 Fri 05:00,desk_b1,armchair_l1,entry_table_e1,coffee_table_l1,counter_k1,coffee_table_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
26280,d18 Fri 06:00,desk_b1,armchair_l1,entry_table_e1,coffee_table_l1,counter_k1,coffee_table_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
26340,d18 Fri 07:00,desk_b1,armchair_l1,coffee_table_l1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,kitchen_table_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
26400,d18 Fri 08:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
26460,d18 Fri 09:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,kitchen_table_k1,bathroom_shelf_ba1,desk_b1,desk_b1,couch_l1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,counter_k1,coffee_table_l1,entry_floor_e1
26520,d18 Fri 10:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,couch_l1,sink_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
26580,d18 Fri 11:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,couch_l1,sink_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
26640,d18 Fri 12:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,couch_l1,sink_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
26700,d18 Fri 13:00,desk_b1,counter_k1,entry_table_e1,desk_b1,kitchen_table_k1,kitchen_table_k1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,couch_l1,cupboard_k1,cupboard_k1,counter_k1,couch_l1,couch_l1,entry_floor_e1
26760,d18 Fri 14:00,desk_b1,counter_k1,entry_table_e1,desk_b1,coffee_table_l1,coffee_table_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,coffee_table_l1,counter_k1,bed_b2,couch_l1,cupboard_k1,counter_k1,counter_k1,couch_l1,coffee_table_l1,entry_floor_e1
26820,d18 Fri 15:00,desk_b1,counter_k1,entry_table_e1,desk_b1,coffee_table_l1,coffee_table_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,coffee_table_l1,counter_k1,bed_b2,couch_l1,cupboard_k1,counter_k1,counter_k1,couch_l1,coffee_table_l1,entry_floor_e1
26880,d18 Fri 16:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,couch_l1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,couch_l1,cupboard_k1,cupboard_k1,couch_l1,couch_l1,coffee_table_l1,entry_floor_e1
26940,d18 Fri 17:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,couch_l1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,couch_l1,cupboard_k1,couch_l1,couch_l1,couch_l1,couch_l1,entry_floor_e1
27000,d18 Fri 18:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,couch_l1,bathroom_shelf_ba1,kitchen_table_k1,coffee_table_l1,couch_l1,bed_b2,counter_k1,cupboard_k1,counter_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
27060,d18 Fri 19:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,couch_l1,coffee_table_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,coffee_table_l1,couch_l1,bed_b2,counter_k1,kitchen_table_k1,counter_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
27120,d18 Fri 20:00,desk_b1,couch_l1,entry_table_e1,couch_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,counter_k1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
27180,d18 Fri 21:00,desk_b1,couch_l1,entry_table_e1,couch_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,couch_l1,kitchen_table_k1,counter_k1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
27240,d18 Fri 22:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
27300,d18 Fri 23:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
27360,d19 Sat 00:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
27420,d19 Sat 01:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
27480,d19 Sat 02:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
27540,d19 Sat 03:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
27600,d19 Sat 04:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
27660,d19 Sat 05:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
27720,d19 Sat 06:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,sink_k1,bed_b2,counter_k1,sink_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
27780,d19 Sat 07:00,desk_b1,coffee_table_l1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
27840,d19 Sat 08:00,desk_b1,nightstand_b1,couch_l1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,nightstand_b1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,sink_k1,sink_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
27900,d19 Sat 09:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,couch_l1,couch_l1,entry_floor_e1
27960,d19 Sat 10:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,couch_l1,couch_l1,entry_floor_e1
28020,d19 Sat 11:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,couch_l1,couch_l1,entry_floor_e1
28080,d19 Sat 12:00,desk_b1,couch_l1,couch_l1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,entry_floor_e1
28140,d19 Sat 13:00,desk_b1,couch_l1,couch_l1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,entry_floor_e1
28200,d19 Sat 14:00,desk_b1,couch_l1,couch_l1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,entry_floor_e1
28260,d19 Sat 15:00,desk_b1,counter_k1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,dish_rack_k1,couch_l1,couch_l1,couch_l1,couch_l1,entry_floor_e1
28320,d19 Sat 16:00,desk_b1,counter_k1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,entry_floor_e1
28380,d19 Sat 17:00,desk_b1,counter_k1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,dish_rack_k1,cupboard_k1,couch_l1,kitchen_table_k1,couch_l1,entry_floor_e1
28440,d19 Sat 18:00,desk_b1,counter_k1,entry_table_e1,desk_b1,couch_l1,coffee_table_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,coffee_table_l1,couch_l1,bed_b2,coffee_table_l1,dish_rack_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
28500,d19 Sat 19:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
28560,d19 Sat 20:00,desk_b1,couch_l1,entry_table_e1,couch_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,counter_k1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
28620,d19 Sat 21:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,counter_k1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
28680,d19 Sat 22:00,desk_b1,nightstand_b1,entry_table_e1,couch_l1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,counter_k1,bed_b2,armchair_l1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
28740,d19 Sat 23:00,desk_b1,armchair_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,armchair_l1,entry_table_e1,bed_b1,couch_l1,kitchen_table_k1,counter_k1,bed_b2,armchair_l1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
28800,d20 Sun 00:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,counter_k1,bed_b2,armchair_l1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
28860,d20 Sun 01:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,counter_k1,bed_b2,armchair_l1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
28920,d20 Sun 02:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,counter_k1,bed_b2,armchair_l1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
28980,d20 Sun 03:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,counter_k1,bed_b2,armchair_l1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
29040,d20 Sun 04:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,counter_k1,bed_b2,armchair_l1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
29100,d20 Sun 05:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,counter_k1,bed_b2,armchair_l1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
29160,d20 Sun 06:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bed_b1,coffee_table_l1,kitchen_table_k1,counter_k1,bed_b2,armchair_l1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
29220,d20 Sun 07:00,desk_b1,coffee_table_l1,entry_table_e1,armchair_l1,counter_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,coffee_table_l1,kitchen_table_k1,couch_l1,bed_b2,armchair_l1,cupboard_k1,kitchen_table_k1,counter_k1,kitchen_table_k1,couch_l1,entry_floor_e1
29280,d20 Sun 08:00,desk_b1,nightstand_b1,entry_table_e1,desk_b1,counter_k1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
29340,d20 Sun 09:00,desk_b1,nightstand_b1,desk_b1,desk_b1,counter_k1,desk_b1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,desk_b1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,dish_rack_k1,desk_b1,kitchen_table_k1,coffee_table_l1,entry_floor_e1
29400,d20 Sun 10:00,couch_l1,nightstand_b1,entry_table_e1,desk_b1,kitchen_table_k1,couch_l1,couch_l1,kitchen_table_k1,bathroom_shelf_ba1,couch_l1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,couch_l1,coffee_table_l1,couch_l1
29460,d20 Sun 11:00,couch_l1,nightstand_b1,entry_table_e1,desk_b1,kitchen_table_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,couch_l1,coffee_table_l1,entry_floor_e1
29520,d20 Sun 12:00,couch_l1,nightstand_b1,entry_table_e1,desk_b1,kitchen_table_k1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,kitchen_table_k1,couch_l1,bed_b2,counter_k1,cupboard_k1,cupboard_k1,counter_k1,couch_l1,coffee_table_l1,bedroom_floor_b1
29580,d20 Sun 13:00,desk_b1,desk_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,couch_l1,couch_l1,dish_rack_k1,sink_k1,couch_l1,couch_l1,couch_l1,bedroom_floor_b1
29640,d20 Sun 14:00,desk_b1,desk_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,coffee_table_l1,couch_l1,couch_l1,coffee_table_l1,dish_rack_k1,sink_k1,counter_k1,kitchen_table_k1,coffee_table_l1,bedroom_floor_b1
29700,d20 Sun 15:00,desk_b1,desk_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,coffee_table_l1,couch_l1,couch_l1,armchair_l1,dish_rack_k1,sink_k1,counter_k1,kitchen_table_k1,coffee_table_l1,bedroom_floor_b1
29760,d20 Sun 16:00,desk_b1,desk_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,couch_l1,cupboard_k1,couch_l1,couch_l1,couch_l1,couch_l1,bedroom_floor_b1
29820,d20 Sun 17:00,desk_b1,desk_b1,entry_table_e1,desk_b1,couch_l1,couch_l1,kitchen_table_k1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,couch_l1,bed_b2,counter_k1,cupboard_k1,couch_l1,couch_l1,couch_l1,couch_l1,entry_floor_e1
29880,d20 Sun 18:00,desk_b1,desk_b1,entry_table_e1,bookshelf_l1,coffee_table_l1,couch_l1,couch_l1,entry_table_e1,bathroom_shelf_ba1,kitchen_table_k1,couch_l1,tv_stand_l1,couch_l1,counter_k1,cupboard_k1,couch_l1,coffee_table_l1,kitchen_table_k1,couch_l1,entry_floor_e1
