t,stamp,laptop_elena,phone_elena,keys_elena,wallet_elena,backpack_elena,charger_elena,notebook_elena,pen_elena,water_bottle_elena,mug_elena,book_elena,glasses_elena,jacket_elena,lunchbox_elena,hairbrush_elena,makeup_kit_elena,yoga_mat_elena,phone_marcus,keys_marcus,wallet_marcus,backpack_marcus,water_bottle_marcus,jacket_marcus,mug_marcus,charger_marcus,headphones_marcus,lunchbox_marcus,umbrella_marcus,medication_bottle_marcus,remote_shared,blanket_shared,plate_shared_1,plate_shared_2,bowl_shared_1,pot_shared_1,pan_shared_1,towel_shared_1,laundry_basket_shared,vacuum_cleaner_shared,watering_can_shared,suitcase_shared
13200,d09 Wed 04:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,entry,living,bedroom_1,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
13260,d09 Wed 05:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,entry,living,bedroom_1,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
13320,d09 Wed 06:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,entry,living,bedroom_1,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
13380,d09 Wed 07:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,entry,kitchen,bedroom_1,entry,kitchen,entry,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
13440,d09 Wed 08:00,kitchen,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
13500,d09 Wed 09:00,kitchen,bedroom_2,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
13560,d09 Wed 10:00,kitchen,bedroom_2,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
13620,d09 Wed 11:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
13680,d09 Wed 12:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
13740,d09 Wed 13:00,kitchen,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
13800,d09 Wed 14:00,kitchen,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
13860,d09 Wed 15:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
13920,d09 Wed 16:00,bedroom_2,living,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
13980,d09 Wed 17:00,bedroom_2,living,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
14040,d09 Wed 18:00,bedroom_2,living,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
14100,d09 Wed 19:00,bedroom_2,bedroom_1,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
14160,d09 Wed 20:00,bedroom_2,bedroom_1,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
14220,d09 Wed 21:00,bedroom_2,bedroom_1,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
14280,d09 Wed 22:00,bedroom_2,bedroom_1,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
14340,d09 Wed 23:00,bedroom_2,bedroom_1,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
14400,d10 Thu 00:00,bedroom_2,bedroom_1,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
14460,d10 Thu 01:00,bedroom_2,bedroom_1,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
14520,d10 Thu 02:00,bedroom_2,bedroom_1,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
14580,d10 Thu 03:00,bedroom_2,bedroom_1,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
14640,d10 Thu 04:00,bedroom_2,bedroom_1,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
14700,d10 Thu 05:00,bedroom_2,bedroom_1,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
14760,d10 Thu 06:00,bedroom_2,bedroom_1,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
14820,d10 Thu 07:00,bedroom_2,bedroom_1,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,entry,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
14880,d10 Thu 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
14940,d10 Thu 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
15000,d10 Thu 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
15060,d10 Thu 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
15120,d10 Thu 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
15180,d10 Thu 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,bedroom_1,outside,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
15240,d10 Thu 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,bedroom_1,outside,outside,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
15300,d10 Thu 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,bedroom_1,outside,outside,bedroom_1,bedroom_1,outside,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
15360,d10 Thu 16:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,bedroom_1,outside,outside,bedroom_1,bedroom_1,outside,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
15420,d10 Thu 17:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,living,bedroom_1,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,entry,bedroom_2,bedroom_2
15480,d10 Thu 18:00,bedroom_2,kitchen,entry,entry,entry,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,living,entry,living,living,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
15540,d10 Thu 19:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,bathroom,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,bathroom,entry,living,bedroom_1,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
15600,d10 Thu 20:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,bathroom,entry,living,bedroom_1,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
15660,d10 Thu 21:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,bathroom,entry,living,bedroom_1,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
15720,d10 Thu 22:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,bathroom,entry,living,bedroom_1,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
15780,d10 Thu 23:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,bathroom,entry,living,bedroom_1,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
15840,d11 Fri 00:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,entry,entry,bathroom,entry,living,bedroom_1,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
15900,d11 Fri 01:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,entry,entry,bedroom_1,entry,living,bedroom_1,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
15960,d11 Fri 02:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,entry,entry,bedroom_1,entry,living,bedroom_1,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
16020,d11 Fri 03:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,entry,entry,bedroom_1,entry,living,bedroom_1,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
16080,d11 Fri 04:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,entry,entry,bedroom_1,entry,living,bedroom_1,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
16140,d11 Fri 05:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,entry,entry,bedroom_1,entry,living,bedroom_1,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
16200,d11 Fri 06:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,entry,entry,bedroom_1,entry,living,bedroom_1,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
16260,d11 Fri 07:00,bedroom_2,bathroom,entry,entry,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,living,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
16320,d11 Fri 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
16380,d11 Fri 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
16440,d11 Fri 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
16500,d11 Fri 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
16560,d11 Fri 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
16620,d11 Fri 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
16680,d11 Fri 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
16740,d11 Fri 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
16800,d11 Fri 16:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
16860,d11 Fri 17:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,kitchen,outside,outside,outside,living,bedroom_1,outside,outside,outside,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
