t,stamp,phone_marie,keys_marie,wallet_marie,laptop_marie,charger_marie,backpack_marie,jacket_marie,water_bottle_marie,mug_marie,bowl_marie,plate_marie,pot_shared_1,pan_shared_1,book_marie,notebook_marie,pen_marie,headphones_marie,remote_shared_1,blanket_marie,yoga_mat_marie,towel_marie,laundry_basket_marie,hairbrush_marie,umbrella_marie,suitcase_marie
35880,d24 Thu 22:00,kitchen,entry,kitchen,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,entry,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
35940,d24 Thu 23:00,bedroom,entry,kitchen,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,entry,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
36000,d25 Fri 00:00,bedroom,entry,kitchen,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,entry,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
36060,d25 Fri 01:00,bedroom,entry,kitchen,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,entry,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
36120,d25 Fri 02:00,bedroom,entry,kitchen,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,entry,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
36180,d25 Fri 03:00,bedroom,entry,kitchen,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,entry,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
36240,d25 Fri 04:00,bedroom,entry,kitchen,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,entry,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
36300,d25 Fri 05:00,bedroom,entry,kitchen,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,entry,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
36360,d25 Fri 06:00,kitchen,entry,kitchen,living,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom,kitchen,entry,entry,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
36420,d25 Fri 07:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,kitchen,bedroom,bathroom,outside,kitchen
36480,d25 Fri 08:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,kitchen,bedroom,bathroom,outside,kitchen
36540,d25 Fri 09:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,kitchen,bedroom,bathroom,outside,kitchen
36600,d25 Fri 10:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,kitchen,bedroom,bathroom,outside,kitchen
36660,d25 Fri 11:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,kitchen,bedroom,bathroom,outside,kitchen
36720,d25 Fri 12:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,kitchen,bedroom,bathroom,outside,kitchen
36780,d25 Fri 13:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,kitchen,bedroom,bathroom,outside,kitchen
36840,d25 Fri 14:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,kitchen,bedroom,bathroom,outside,kitchen
36900,d25 Fri 15:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,kitchen,bedroom,bathroom,outside,kitchen
36960,d25 Fri 16:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,kitchen,bedroom,bathroom,outside,kitchen
37020,d25 Fri 17:00,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,bedroom,outside,outside,kitchen,living,living,living,kitchen,bedroom,bathroom,outside,kitchen
37080,d25 Fri 18:00,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,entry,kitchen,living,living,living,kitchen,bedroom,bathroom,entry,kitchen
37140,d25 Fri 19:00,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,kitchen,bedroom,kitchen,entry,kitchen
37200,d25 Fri 20:00,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
37260,d25 Fri 21:00,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
37320,d25 Fri 22:00,entry,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
37380,d25 Fri 23:00,bedroom,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
37440,d26 Sat 00:00,bedroom,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
37500,d26 Sat 01:00,bedroom,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
37560,d26 Sat 02:00,bedroom,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
37620,d26 Sat 03:00,bedroom,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
37680,d26 Sat 04:00,bedroom,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
37740,d26 Sat 05:00,bedroom,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
37800,d26 Sat 06:00,bedroom,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
37860,d26 Sat 07:00,bedroom,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
37920,d26 Sat 08:00,kitchen,entry,entry,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
37980,d26 Sat 09:00,outside,outside,outside,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
38040,d26 Sat 10:00,outside,outside,outside,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
38100,d26 Sat 11:00,entry,entry,kitchen,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
38160,d26 Sat 12:00,entry,entry,kitchen,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
38220,d26 Sat 13:00,entry,entry,kitchen,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
38280,d26 Sat 14:00,entry,entry,kitchen,entry,kitchen,entry,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom,entry,kitchen,kitchen,living,living,kitchen,bedroom,bedroom,kitchen,entry,kitchen
38340,d26 Sat 15:00,entry,entry,kitchen,entry,kitchen,entry,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,kitchen,bedroom,bedroom,kitchen,entry,kitchen
38400,d26 Sat 16:00,entry,entry,kitchen,entry,kitchen,entry,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,kitchen,bedroom,bedroom,kitchen,entry,kitchen
38460,d26 Sat 17:00,entry,entry,kitchen,entry,kitchen,entry,kitchen,living,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
38520,d26 Sat 18:00,entry,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
38580,d26 Sat 19:00,entry,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
38640,d26 Sat 20:00,entry,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
38700,d26 Sat 21:00,entry,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
38760,d26 Sat 22:00,entry,entry,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
38820,d26 Sat 23:00,bedroom,entry,kitchen,entry,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
38880,d27 Sun 00:00,bedroom,entry,kitchen,entry,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
38940,d27 Sun 01:00,bedroom,entry,kitchen,entry,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
39000,d27 Sun 02:00,bedroom,entry,kitchen,entry,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
39060,d27 Sun 03:00,bedroom,entry,kitchen,entry,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
39120,d27 Sun 04:00,bedroom,entry,kitchen,entry,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
39180,d27 Sun 05:00,bedroom,entry,kitchen,entry,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
39240,d27 Sun 06:00,bedroom,entry,kitchen,entry,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
39300,d27 Sun 07:00,kitchen,entry,kitchen,entry,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
39360,d27 Sun 08:00,kitchen,entry,kitchen,entry,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
39420,d27 Sun 09:00,kitchen,entry,kitchen,entry,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
39480,d27 Sun 10:00,kitchen,entry,kitchen,entry,bedroom,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
39540,d27 Sun 11:00,outside,entry,kitchen,kitchen,kitchen,entry,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,outside,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
39600,d27 Sun 12:00,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
39660,d27 Sun 13:00,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,living,kitchen,bathroom,bedroom,kitchen,entry,kitchen
39720,d27 Sun 14:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,living,living,bathroom,bedroom,kitchen,entry,kitchen
39780,d27 Sun 15:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,living,living,bathroom,bedroom,kitchen,entry,kitchen
39840,d27 Sun 16:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,living,living,bathroom,bedroom,kitchen,entry,kitchen
39900,d27 Sun 17:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,living,living,bathroom,bedroom,kitchen,entry,kitchen
39960,d27 Sun 18:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,living,living,bathroom,bedroom,kitchen,entry,kitchen
40020,d27 Sun 19:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,living,living,bathroom,bedroom,kitchen,entry,kitchen
40080,d27 Sun 20:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,living,living,bathroom,bedroom,kitchen,entry,kitchen
40140,d27 Sun 21:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,living,living,bathroom,bedroom,kitchen,entry,kitchen
40200,d27 Sun 22:00,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,living,living,bathroom,bedroom,kitchen,entry,kitchen
40260,d27 Sun 23:00,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,living,living,bathroom,bedroom,kitchen,entry,kitchen
