t,stamp,mug_elena,mug_leo,mug_maya,bowl_1,bowl_2,plate_1,plate_2,laptop_leo,laptop_maya,phone_elena,phone_leo,phone_maya,keys_elena,keys_leo,keys_maya,wallet_elena,book_maya,notebook_elena,headphones_leo,water_bottle_maya,towel_maya,jacket_leo,backpack_leo,backpack_maya,gaming_controller_leo,blanket_elena,lunchbox_bag_maya
25740,d17 Thu 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
25800,d17 Thu 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
25860,d17 Thu 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
25920,d18 Fri 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
25980,d18 Fri 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
26040,d18 Fri 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
26100,d18 Fri 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
26160,d18 Fri 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
26220,d18 Fri 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
26280,d18 Fri 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
26340,d18 Fri 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
26400,d18 Fri 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,kitchen,living,bedroom_3
26460,d18 Fri 09:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,kitchen,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
26520,d18 Fri 10:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,kitchen,entry,bedroom_3,kitchen,living,bedroom_3
26580,d18 Fri 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,living,bedroom_2
26640,d18 Fri 12:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,kitchen,living,bedroom_3
26700,d18 Fri 13:00,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,kitchen,bedroom_3,kitchen,outside,bedroom_3,entry,bedroom_2,bedroom_3,bedroom_1,bedroom_3,living,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,kitchen,living,bedroom_3
26760,d18 Fri 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,outside,kitchen,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,kitchen,living,bedroom_3
26820,d18 Fri 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,outside,kitchen,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,kitchen,living,bedroom_3
26880,d18 Fri 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,entry,kitchen,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,kitchen,living,bedroom_3
26940,d18 Fri 17:00,outside,kitchen,kitchen,outside,kitchen,kitchen,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,outside,kitchen,outside,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
27000,d18 Fri 18:00,outside,kitchen,living,outside,kitchen,kitchen,kitchen,living,living,outside,kitchen,living,outside,kitchen,bedroom_3,outside,bedroom_3,kitchen,kitchen,living,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
27060,d18 Fri 19:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,bedroom_3,bedroom_3,bedroom_3,kitchen,living,bedroom_3
27120,d18 Fri 20:00,bathroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bathroom,bathroom,kitchen,bathroom,outside,kitchen,bedroom_3,outside,bathroom,kitchen,bedroom_2,bathroom,bathroom,kitchen,bedroom_2,bathroom,bedroom_2,bathroom,bathroom
27180,d18 Fri 21:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
27240,d18 Fri 22:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
27300,d18 Fri 23:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
27360,d19 Sat 00:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
27420,d19 Sat 01:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
27480,d19 Sat 02:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
27540,d19 Sat 03:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
27600,d19 Sat 04:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
27660,d19 Sat 05:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
27720,d19 Sat 06:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,outside,kitchen,bedroom_3,outside,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
27780,d19 Sat 07:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,entry,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,entry,entry,entry,bedroom_2,bedroom_1,bedroom_3
27840,d19 Sat 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,entry,entry,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,entry,entry,entry,bedroom_2,bedroom_1,bedroom_3
27900,d19 Sat 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,living,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
27960,d19 Sat 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
28020,d19 Sat 11:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,living,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,living,bathroom,kitchen,entry,bedroom_3,kitchen,bedroom_1,bedroom_3
28080,d19 Sat 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,living,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,living,bathroom,kitchen,entry,bedroom_3,kitchen,bedroom_1,bedroom_3
28140,d19 Sat 13:00,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
28200,d19 Sat 14:00,kitchen,bedroom_2,bedroom_3,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,bedroom_3,bedroom_3,bedroom_3,bedroom_2,bedroom_1,bedroom_3
28260,d19 Sat 15:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_1,bedroom_3,bedroom_1,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_2,bedroom_1,bedroom_3
28320,d19 Sat 16:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,bedroom_2,bedroom_3,bedroom_1,living,bedroom_1,kitchen,living,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
28380,d19 Sat 17:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,bedroom_2,bedroom_3,bedroom_1,living,bedroom_1,kitchen,living,bathroom,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
28440,d19 Sat 18:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_2,bedroom_1,bedroom_3
28500,d19 Sat 19:00,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,living,kitchen,bedroom_2,living,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,living,kitchen,bedroom_2,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
28560,d19 Sat 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,living,entry,kitchen,bedroom_3,bedroom_1,bedroom_3,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
28620,d19 Sat 21:00,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bathroom,kitchen,bathroom,entry,kitchen,bedroom_3,bedroom_1,bathroom,kitchen,bedroom_2,bathroom,bathroom,kitchen,entry,bathroom,bedroom_2,bathroom,bathroom
28680,d19 Sat 22:00,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bathroom,kitchen,bathroom,entry,kitchen,bedroom_3,bedroom_1,bathroom,kitchen,bedroom_2,bathroom,bathroom,kitchen,entry,bathroom,bedroom_2,bathroom,bathroom
28740,d19 Sat 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
28800,d20 Sun 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
28860,d20 Sun 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
28920,d20 Sun 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
28980,d20 Sun 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
29040,d20 Sun 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
29100,d20 Sun 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
29160,d20 Sun 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
29220,d20 Sun 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
29280,d20 Sun 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,outside,bedroom_2,bedroom_3,bathroom,kitchen,entry,bedroom_3,bedroom_2,bedroom_1,bedroom_3
29340,d20 Sun 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,outside,bedroom_2,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,bedroom_2,bedroom_1,bedroom_3
29400,d20 Sun 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,outside,bedroom_2,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,bedroom_2,bedroom_1,bedroom_3
29460,d20 Sun 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,kitchen,bedroom_2,bedroom_3,bathroom,kitchen,kitchen,bedroom_3,bedroom_2,bedroom_1,bedroom_3
29520,d20 Sun 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,kitchen,living,entry,kitchen,bedroom_3,bedroom_1,living,living,bedroom_2,living,bathroom,kitchen,kitchen,bedroom_3,bedroom_2,living,bedroom_3
29580,d20 Sun 13:00,kitchen,bedroom_2,bedroom_3,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_3,kitchen,bedroom_2,living,entry,kitchen,bedroom_3,bedroom_1,living,living,bedroom_2,bedroom_3,bathroom,bedroom_2,kitchen,bedroom_3,bedroom_2,living,bedroom_3
29640,d20 Sun 14:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_1,living,living,bedroom_2,bedroom_3,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_2,living,bedroom_3
29700,d20 Sun 15:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_1,living,living,kitchen,bedroom_3,bathroom,kitchen,bedroom_3,bedroom_3,bedroom_2,living,bedroom_3
29760,d20 Sun 16:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,kitchen,bedroom_3,bedroom_1,living,living,kitchen,living,bathroom,kitchen,entry,bedroom_3,bedroom_2,living,bedroom_3
29820,d20 Sun 17:00,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,living,entry,bedroom_2,bedroom_3,bedroom_1,living,bedroom_1,kitchen,living,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,bedroom_2
29880,d20 Sun 18:00,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bathroom,bedroom_2,bathroom,entry,kitchen,bedroom_3,bedroom_1,bathroom,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,entry,bathroom,bedroom_2,bathroom,bathroom
29940,d20 Sun 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,kitchen,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
30000,d20 Sun 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
30060,d20 Sun 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,entry,kitchen,bedroom_3,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bedroom_3
30120,d20 Sun 22:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bathroom
30180,d20 Sun 23:00,kitchen,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,bedroom_1,bedroom_2,bedroom_3,entry,kitchen,bedroom_3,bedroom_1,living,bedroom_1,kitchen,bedroom_3,bathroom,bedroom_2,entry,bedroom_3,bedroom_2,living,bathroom
