t,stamp,phone_dana,keys_dana,wallet_dana,lunchbox_dana,mug_dana,notebook_dana,pen_dana,book_dana,glasses_dana,jacket_dana,blanket_1,phone_maya,keys_maya,wallet_maya,laptop_maya,backpack_maya,mug_maya,headphones_maya,notebook_maya,makeup_kit_maya,hairbrush_maya,phone_eli,keys_eli,wallet_eli,backpack_eli,water_bottle_eli,lunchbox_eli,jacket_eli,gaming_controller_eli,headphones_eli,charger_1,remote_1,plate_1,plate_2,plate_3,bowl_1,bowl_2,pot_1,pan_1,laundry_basket_1,vacuum_cleaner_1,towel_1,towel_2
11520,d08 Tue 00:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,bathroom,bedroom_2,kitchen,entry,bedroom_3,entry,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bedroom_3
11580,d08 Tue 01:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,bathroom,bedroom_2,kitchen,entry,bedroom_3,entry,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bedroom_3
11640,d08 Tue 02:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,bathroom,bedroom_2,kitchen,entry,bedroom_3,entry,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bedroom_3
11700,d08 Tue 03:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,bathroom,bedroom_2,kitchen,entry,bedroom_3,entry,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bedroom_3
11760,d08 Tue 04:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,bathroom,bedroom_2,kitchen,entry,bedroom_3,entry,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bedroom_3
11820,d08 Tue 05:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,bathroom,bedroom_2,kitchen,entry,bedroom_3,entry,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bedroom_3
11880,d08 Tue 06:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,bathroom,bathroom,bedroom_3,entry,bedroom_3,entry,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
11940,d08 Tue 07:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_3,bedroom_2,bathroom,bedroom_3,entry,bedroom_3,entry,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
12000,d08 Tue 08:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bedroom_2,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
12060,d08 Tue 09:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bedroom_2,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
12120,d08 Tue 10:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bedroom_2,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
12180,d08 Tue 11:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bedroom_2,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
12240,d08 Tue 12:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bedroom_2,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
12300,d08 Tue 13:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bedroom_2,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
12360,d08 Tue 14:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bedroom_2,bathroom,bedroom_3,entry,entry,entry,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
12420,d08 Tue 15:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bedroom_2,bathroom,bedroom_3,entry,entry,entry,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
12480,d08 Tue 16:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,kitchen,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,bedroom_3,entry,entry,entry,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,bathroom,bathroom
12540,d08 Tue 17:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,kitchen,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,living,entry,entry,kitchen,kitchen,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
12600,d08 Tue 18:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
12660,d08 Tue 19:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,kitchen,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
12720,d08 Tue 20:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
12780,d08 Tue 21:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,living,entry,entry,entry,kitchen,kitchen,kitchen,living,living,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
12840,d08 Tue 22:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,living,entry,entry,entry,kitchen,kitchen,kitchen,living,living,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
12900,d08 Tue 23:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,living,entry,entry,entry,kitchen,kitchen,kitchen,living,living,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
12960,d09 Wed 00:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,living,entry,entry,entry,kitchen,kitchen,kitchen,living,living,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
13020,d09 Wed 01:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,living,entry,entry,entry,kitchen,kitchen,kitchen,living,living,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
13080,d09 Wed 02:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,living,entry,entry,entry,kitchen,kitchen,kitchen,living,living,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
13140,d09 Wed 03:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,living,entry,entry,entry,kitchen,kitchen,kitchen,living,living,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
13200,d09 Wed 04:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,living,entry,entry,entry,kitchen,kitchen,kitchen,living,living,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
13260,d09 Wed 05:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,living,entry,entry,entry,kitchen,kitchen,kitchen,living,living,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
13320,d09 Wed 06:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,living,entry,entry,entry,kitchen,kitchen,kitchen,living,living,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
13380,d09 Wed 07:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,living,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
13440,d09 Wed 08:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
13500,d09 Wed 09:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
13560,d09 Wed 10:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
13620,d09 Wed 11:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
13680,d09 Wed 12:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
13740,d09 Wed 13:00,kitchen,entry,entry,kitchen,kitchen,bedroom_1,kitchen,living,bedroom_1,entry,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
13800,d09 Wed 14:00,kitchen,entry,entry,kitchen,kitchen,bedroom_1,kitchen,living,bedroom_1,entry,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
13860,d09 Wed 15:00,kitchen,entry,entry,kitchen,kitchen,bedroom_1,kitchen,living,bedroom_1,entry,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
13920,d09 Wed 16:00,kitchen,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bathroom,bedroom_3,entry,entry,entry,entry,kitchen,kitchen,living,entry,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
13980,d09 Wed 17:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,bedroom_3,entry,entry,entry,entry,kitchen,kitchen,living,entry,bedroom_2,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
14040,d09 Wed 18:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,bedroom_3,entry,entry,kitchen,entry,kitchen,kitchen,living,entry,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
14100,d09 Wed 19:00,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,bedroom_3,entry,entry,kitchen,entry,kitchen,kitchen,living,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
14160,d09 Wed 20:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,entry,entry,kitchen,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
14220,d09 Wed 21:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,entry,entry,kitchen,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
14280,d09 Wed 22:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,entry,entry,kitchen,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
14340,d09 Wed 23:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,entry,entry,kitchen,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
14400,d10 Thu 00:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,entry,entry,kitchen,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
14460,d10 Thu 01:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,entry,entry,kitchen,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
14520,d10 Thu 02:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,entry,entry,kitchen,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
14580,d10 Thu 03:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,entry,entry,kitchen,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
14640,d10 Thu 04:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,entry,entry,kitchen,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
14700,d10 Thu 05:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,entry,entry,kitchen,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
14760,d10 Thu 06:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bathroom,living,entry,entry,kitchen,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
14820,d10 Thu 07:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
14880,d10 Thu 08:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
14940,d10 Thu 09:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
