t,stamp,laptop_leena,phone_leena,keys_leena,wallet_leena,backpack_leena,mug_leena,mug_1,bowl_1,bowl_2,plate_1,plate_2,pot_1,pan_1,water_bottle_leena,notebook_leena,pen_leena,tablet_leena,charger_leena,headphones_leena,book_leena,glasses_leena,blanket_leena,remote_1,yoga_mat_leena,watering_can_leena,jacket_leena,umbrella_leena,laundry_basket_leena,towel_leena,hairbrush_leena,makeup_kit_leena,suitcase_leena
26520,d18 Fri 10:00,bedroom,bedroom,entry,bedroom,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,living,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
26580,d18 Fri 11:00,bedroom,kitchen,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,kitchen
26640,d18 Fri 12:00,bedroom,kitchen,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,kitchen
26700,d18 Fri 13:00,kitchen,kitchen,entry,bedroom,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,living,bedroom,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,kitchen
26760,d18 Fri 14:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
26820,d18 Fri 15:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,bedroom,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
26880,d18 Fri 16:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
26940,d18 Fri 17:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
27000,d18 Fri 18:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
27060,d18 Fri 19:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
27120,d18 Fri 20:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
27180,d18 Fri 21:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
27240,d18 Fri 22:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
27300,d18 Fri 23:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
27360,d19 Sat 00:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
27420,d19 Sat 01:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
27480,d19 Sat 02:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
27540,d19 Sat 03:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
27600,d19 Sat 04:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
27660,d19 Sat 05:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
27720,d19 Sat 06:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
27780,d19 Sat 07:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
27840,d19 Sat 08:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
27900,d19 Sat 09:00,bedroom,bedroom,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,bedroom,bedroom,bedroom
27960,d19 Sat 10:00,bedroom,entry,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,bedroom,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,kitchen,entry,bedroom,bathroom,entry,bedroom,bedroom
28020,d19 Sat 11:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,bedroom,kitchen,living,bedroom,outside,bedroom,kitchen,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
28080,d19 Sat 12:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,bedroom,kitchen,living,bedroom,outside,bedroom,kitchen,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
28140,d19 Sat 13:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
28200,d19 Sat 14:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,living,kitchen,bedroom,bedroom,kitchen,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
28260,d19 Sat 15:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,kitchen,bedroom,living,kitchen,outside,bedroom,kitchen,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
28320,d19 Sat 16:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,kitchen,bedroom,living,kitchen,outside,bedroom,kitchen,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
28380,d19 Sat 17:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,kitchen,bedroom,living,kitchen,outside,bedroom,kitchen,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
28440,d19 Sat 18:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,kitchen,bedroom,living,kitchen,outside,bedroom,kitchen,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
28500,d19 Sat 19:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,living,kitchen,bedroom,living,kitchen,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
28560,d19 Sat 20:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,living,kitchen,bedroom,living,kitchen,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
28620,d19 Sat 21:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
28680,d19 Sat 22:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
28740,d19 Sat 23:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
28800,d20 Sun 00:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
28860,d20 Sun 01:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
28920,d20 Sun 02:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
28980,d20 Sun 03:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
29040,d20 Sun 04:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
29100,d20 Sun 05:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
29160,d20 Sun 06:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
29220,d20 Sun 07:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
29280,d20 Sun 08:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
29340,d20 Sun 09:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
29400,d20 Sun 10:00,bedroom,bedroom,entry,entry,entry,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,entry,bedroom,bedroom
29460,d20 Sun 11:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,kitchen,kitchen,living,bedroom,outside,bedroom,bedroom,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
29520,d20 Sun 12:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,kitchen,bedroom,bathroom,bedroom,bedroom,bedroom
29580,d20 Sun 13:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,kitchen,bedroom,bathroom,bedroom,bedroom,bedroom
29640,d20 Sun 14:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,bedroom,bedroom,bathroom,bedroom,bedroom,bedroom
29700,d20 Sun 15:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,kitchen,kitchen,living,bedroom,outside,bedroom,bedroom,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
29760,d20 Sun 16:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,outside,kitchen,kitchen,living,bedroom,outside,bedroom,bedroom,bedroom,living,living,kitchen,outside,outside,bedroom,bathroom,bedroom,outside,outside
29820,d20 Sun 17:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
29880,d20 Sun 18:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,living,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
29940,d20 Sun 19:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
30000,d20 Sun 20:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
30060,d20 Sun 21:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
30120,d20 Sun 22:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
30180,d20 Sun 23:00,bedroom,bedroom,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,kitchen,living,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,entry,entry,bedroom,bathroom,bedroom,bedroom,bedroom
