t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,lunchbox_mara,water_bottle_mara,mug_mara,notebook_mara,pen_mara,book_mara,glasses_mara,charger_mara,jacket_mara,yoga_mat_mara,phone_darren,keys_darren,wallet_darren,backpack_darren,lunchbox_darren,water_bottle_darren,jacket_darren,headphones_darren,book_darren,glasses_darren,charger_darren,gaming_controller_darren,mug_shared_1,bowl_shared_1,plate_shared_1,remote_shared_1,blanket_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,towel_shared_1
14820,d10 Thu 07:00,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
14880,d10 Thu 08:00,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
14940,d10 Thu 09:00,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
15000,d10 Thu 10:00,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
15060,d10 Thu 11:00,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
15120,d10 Thu 12:00,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
15180,d10 Thu 13:00,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
15240,d10 Thu 14:00,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
15300,d10 Thu 15:00,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
15360,d10 Thu 16:00,kitchen,kitchen,entry,entry,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
15420,d10 Thu 17:00,living,bedroom_1,entry,entry,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
15480,d10 Thu 18:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
15540,d10 Thu 19:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
15600,d10 Thu 20:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
15660,d10 Thu 21:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,kitchen,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
15720,d10 Thu 22:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
15780,d10 Thu 23:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
15840,d11 Fri 00:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
15900,d11 Fri 01:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
15960,d11 Fri 02:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
16020,d11 Fri 03:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
16080,d11 Fri 04:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
16140,d11 Fri 05:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
16200,d11 Fri 06:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
16260,d11 Fri 07:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
16320,d11 Fri 08:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
16380,d11 Fri 09:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
16440,d11 Fri 10:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,entry,kitchen,kitchen,kitchen
16500,d11 Fri 11:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
16560,d11 Fri 12:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
16620,d11 Fri 13:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
16680,d11 Fri 14:00,living,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
16740,d11 Fri 15:00,living,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
16800,d11 Fri 16:00,living,kitchen,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
16860,d11 Fri 17:00,living,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
16920,d11 Fri 18:00,living,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
16980,d11 Fri 19:00,living,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
17040,d11 Fri 20:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
17100,d11 Fri 21:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
17160,d11 Fri 22:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
17220,d11 Fri 23:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
17280,d12 Sat 00:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
17340,d12 Sat 01:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
17400,d12 Sat 02:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
17460,d12 Sat 03:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
17520,d12 Sat 04:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
17580,d12 Sat 05:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
17640,d12 Sat 06:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
17700,d12 Sat 07:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
17760,d12 Sat 08:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
17820,d12 Sat 09:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
17880,d12 Sat 10:00,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
17940,d12 Sat 11:00,living,outside,outside,outside,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,outside,bedroom_1,entry,living,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,living,living,outside,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
18000,d12 Sat 12:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,entry,kitchen,kitchen,kitchen
18060,d12 Sat 13:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
18120,d12 Sat 14:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
18180,d12 Sat 15:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
18240,d12 Sat 16:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
18300,d12 Sat 17:00,living,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
18360,d12 Sat 18:00,living,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
18420,d12 Sat 19:00,living,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
18480,d12 Sat 20:00,living,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
18540,d12 Sat 21:00,living,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
18600,d12 Sat 22:00,living,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,entry,living,living,entry,entry,kitchen,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
