t,stamp,phone_elias,keys_elias,wallet_elias,laptop_elias,charger_elias,backpack_elias,mug_elias,water_bottle_elias,notebook_elias,pen_elias,headphones_elias,jacket_elias,phone_priya,keys_priya,wallet_priya,backpack_priya,lunchbox_priya,water_bottle_priya,mug_priya,jacket_priya,yoga_mat_priya,hairbrush_priya,makeup_kit_priya,blanket_noa,water_bottle_noa,backpack_noa,toy_noa,book_noa,towel_noa,medication_bottle_noa,plate_shared_1,bowl_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,tablet_shared_1,charger_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,umbrella_shared_1,suitcase_shared_1
14640,d10 Thu 04:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
14700,d10 Thu 05:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
14760,d10 Thu 06:00,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bathroom,bathroom,bedroom_2,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
14820,d10 Thu 07:00,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,outside,outside,bathroom,bathroom,bedroom_2,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
14880,d10 Thu 08:00,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
14940,d10 Thu 09:00,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
15000,d10 Thu 10:00,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
15060,d10 Thu 11:00,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
15120,d10 Thu 12:00,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
15180,d10 Thu 13:00,entry,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
15240,d10 Thu 14:00,entry,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
15300,d10 Thu 15:00,living,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
15360,d10 Thu 16:00,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,entry,bedroom_2,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
15420,d10 Thu 17:00,living,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,entry,bedroom_2,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
15480,d10 Thu 18:00,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,entry,bedroom_2,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
15540,d10 Thu 19:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,entry,living,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
15600,d10 Thu 20:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_1,bathroom,entry,bedroom_2,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
15660,d10 Thu 21:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,bedroom_2,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
15720,d10 Thu 22:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,bedroom_2,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
15780,d10 Thu 23:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,bedroom_2,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
15840,d11 Fri 00:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,bedroom_2,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
15900,d11 Fri 01:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,bedroom_2,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
15960,d11 Fri 02:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,bedroom_2,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
16020,d11 Fri 03:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,bedroom_2,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
16080,d11 Fri 04:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,bedroom_2,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
16140,d11 Fri 05:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,bedroom_2,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
16200,d11 Fri 06:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
16260,d11 Fri 07:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,entry,living,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
16320,d11 Fri 08:00,entry,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,bathroom,bedroom_2,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
16380,d11 Fri 09:00,entry,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,bathroom,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
16440,d11 Fri 10:00,entry,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,bathroom,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
16500,d11 Fri 11:00,entry,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,bathroom,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
16560,d11 Fri 12:00,entry,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,kitchen,bathroom,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
16620,d11 Fri 13:00,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
16680,d11 Fri 14:00,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,kitchen,living,bedroom_1,entry,bedroom_1
16740,d11 Fri 15:00,entry,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
16800,d11 Fri 16:00,entry,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,entry,bathroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
16860,d11 Fri 17:00,entry,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,entry,bathroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
16920,d11 Fri 18:00,entry,kitchen,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
16980,d11 Fri 19:00,entry,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,entry,bedroom_1
17040,d11 Fri 20:00,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,entry,living,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,entry,bedroom_1
17100,d11 Fri 21:00,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,entry,bedroom_1
17160,d11 Fri 22:00,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,entry,bedroom_1
17220,d11 Fri 23:00,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,entry,bedroom_1
17280,d12 Sat 00:00,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,entry,bedroom_1
17340,d12 Sat 01:00,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,entry,bedroom_1
17400,d12 Sat 02:00,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,entry,bedroom_1
17460,d12 Sat 03:00,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,entry,bedroom_1
17520,d12 Sat 04:00,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,entry,bedroom_1
17580,d12 Sat 05:00,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,entry,bedroom_1
17640,d12 Sat 06:00,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,entry,bedroom_1
17700,d12 Sat 07:00,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,living,entry,living,bedroom_2,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_1,bedroom_1,entry,bedroom_1
17760,d12 Sat 08:00,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,bedroom_2,kitchen,entry,living,bedroom_2,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_1,bedroom_1,entry,bedroom_1
17820,d12 Sat 09:00,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,living,kitchen,entry,bathroom,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_1,bedroom_1,entry,bedroom_1
17880,d12 Sat 10:00,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,living,kitchen,entry,bathroom,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_1,bedroom_1,entry,bedroom_1
17940,d12 Sat 11:00,entry,kitchen,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,living,kitchen,entry,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_1,bedroom_1,entry,bedroom_1
18000,d12 Sat 12:00,entry,living,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bathroom,living,kitchen,entry,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,bedroom_1,bedroom_1,entry,bedroom_1
18060,d12 Sat 13:00,entry,kitchen,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bathroom,living,kitchen,entry,bathroom,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,entry,bedroom_1
18120,d12 Sat 14:00,entry,kitchen,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,bathroom,living,kitchen,entry,bathroom,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,living,living,kitchen,living,bedroom_1,entry,bedroom_1
18180,d12 Sat 15:00,entry,kitchen,bedroom_1,bedroom_1,kitchen,entry,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bathroom,living,kitchen,entry,living,living,bathroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,bedroom_1,entry,bedroom_1
